#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.759310.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.95845 1.14916 1.09099 4.84316 0.690062 0.790902 1.41612 0.699883 0.707005 3.55123 1.14623 1.55516 5.18043 0.721239 0.835103 1.62147 1.32667 0.85461 3.53316 1.17725 1.4826 5.15616 0.801601 0.847893 1.67507 1.27762 0.932324 7.2 7.4 29932 3881 4270 3164
7.5 3.04167 0.96886 1.15504 4.8748 0.64617 0.781254 1.41767 0.643937 0.704626 3.72115 1.03322 1.66268 5.32163 0.645887 0.8418 1.72641 1.27241 0.908203 3.735 1.06396 1.63619 5.35251 0.683795 0.878372 1.74621 1.2866 0.983867 7.4 7.6 25543 3408 3847 2751
7.7 3.10598 0.781224 1.17815 4.89265 0.583142 0.73927 1.41495 0.538691 0.686268 3.81549 0.900757 1.73579 5.40375 0.580272 0.848852 1.78111 1.11213 0.975018 3.91116 0.946247 1.76875 5.47127 0.658279 0.880619 1.83996 1.09016 1.08554 7.6 7.8 22502 3323 3427 2486
7.9 3.11395 0.654047 1.18231 4.96597 0.597301 0.83963 1.38682 0.439462 0.665357 3.90139 0.759267 1.72402 5.51856 0.520867 0.877673 1.87405 0.954419 1.05933 3.99931 0.7875 1.80883 5.61407 0.550349 0.892229 1.90725 0.947583 1.13462 7.8 8 20952 3118 3422 2303
8.1 3.1538 0.557734 1.16373 5.18653 0.728475 0.912865 1.38151 0.377652 0.656176 3.97344 0.624388 1.6903 5.64561 0.549835 0.902716 1.84014 0.869056 1.09196 4.07991 0.646518 1.76798 5.73814 0.496269 0.9449 1.96526 0.850169 1.19003 8 8.2 20573 3296 3155 2157
8.3 3.24359 0.417243 1.20053 5.48054 0.504591 1.01552 1.3852 0.302646 0.641519 3.99813 0.462589 1.66201 5.82219 0.412332 0.976833 1.74045 0.688697 0.994018 4.06471 0.539461 1.7404 5.8295 0.357739 0.959962 1.87081 0.76116 1.13943 8.2 8.4 19229 3241 3035 2105
8.5 3.14483 0.331259 1.11566 5.39762 0.438236 0.97613 1.32495 0.198506 0.556717 3.94405 0.345142 1.56812 5.80518 0.323425 0.919105 1.71935 0.511885 0.959046 4.10429 0.415542 1.75929 5.87113 0.290513 0.916156 1.83738 0.498937 1.09271 8.4 8.6 17579 2933 2912 1995
8.7 2.96667 0.326515 0.936458 5.24521 0.355867 0.929951 1.28587 0.148907 0.474073 3.801 0.343231 1.37169 5.69881 0.28068 0.871991 1.60695 0.390742 0.806859 4.00682 0.386932 1.63321 5.84076 0.257976 0.892007 1.71587 0.436586 0.925051 8.6 8.8 16448 2908 2717 1884
8.9 2.72938 0.364375 0.677292 5.08895 0.311753 0.794736 1.21273 0.118609 0.388103 3.64597 0.289032 1.3592 5.6053 0.294196 0.80581 1.51395 0.285807 0.725933 3.89687 0.291875 1.50688 5.78544 0.238131 0.853873 1.69096 0.39441 0.902868 8.8 9 15544 2698 2551 1729
9.1 2.54615 0.300437 0.614257 4.85027 0.331019 0.665187 1.15182 0.0888917 0.346046 3.42386 0.278636 1.17586 5.40679 0.302999 0.665529 1.37021 0.21222 0.591125 3.74318 0.338068 1.24443 5.64761 0.271183 0.644741 1.53257 0.334455 0.748404 9 9.2 14694 2481 2397 1699
