#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.109623.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.119239 0.0201758 0.0620999 0.201239 0.0256985 0.056315 0.0313554 0.0147997 0.013028 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 7.2 7.4 66217 9 0 0
7.5 0.125994 0.0442595 0.0409615 0.20993 0.0576208 0.0386321 0.0423434 0.0413599 0.0194663 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 7.4 7.6 48792 6 0 0
7.7 0.125994 0.0529459 0.0409615 0.221635 0.0459166 0.0420713 0.0557869 0.0329621 0.0208876 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 7.6 7.8 34439 3 0 0
7.9 0.139415 0.046007 0.0406117 0.248724 0.0264694 0.0603253 0.070472 0.020467 0.0213946 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 7.8 8 23290 11 0 0
8.1 0.139415 0.046007 0.0543829 0.267551 0.00764242 0.0921144 0.063145 0.0205582 0.0163104 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 8 8.2 15167 7 0 0
8.3 0.112456 0.0664835 0.0274239 0.232221 0.0429723 0.0830805 0.0557869 0.0279164 0.0179497 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 8.2 8.4 9768 2 0 0
8.5 0.125994 0.0267157 0.0271903 0.220827 0.0467246 0.0563924 0.0513201 0.0455025 0.0193701 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 8.4 8.6 6156 5 0 0
8.7 0.132719 0.0243953 0.0202629 0.205286 0.0622648 0.0423024 0.0793018 0.0275255 0.0369584 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 8.6 8.8 3661 8 0 0
8.9 0.132719 0.0199904 0.0339156 0.205286 0.0648199 0.0722454 0.0793018 0.0417595 0.0132618 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 8.8 9 2324 5 0 0
9.1 0.139415 0.0264691 0.026959 0.206513 0.0661423 0.0713464 0.0793018 0.0417595 0.0101697 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 9 9.2 1288 2 0 0
9.3 0.139415 0.065258 0.026959 0.205286 0.0724459 0.0701202 0.116767 0.0268761 0.0462952 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 9.2 9.4 794 4 0 0
9.5 0.165884 0.235948 0.0534282 0.277732 0.1241 0.142566 0.125347 0.276485 0.050452 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 9.4 9.6 435 1 0 0
9.7 0.401832 0 0.387381 0.401832 0 0.377577 0.401832 0 0.397234 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 9.6 9.8 244 0 0 0
9.9 0.401832 0 0.387381 0.401832 0 0.377577 0.401832 0 0.397234 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 9.8 10 131 0 0 0
10.1 0.401832 0 0.387381 0.401832 0 0.377577 0.401832 0 0.397234 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 10 10.2 70 1 0 0
10.3 0.401832 0 0.358806 0.401832 0 0.349157 0.401832 0 0.36851 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 10.2 10.4 29 0 0 0
10.5 0.401832 0 0.358806 0.401832 0 0.349157 0.401832 0 0.36851 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 10.4 10.6 20 1 0 0
10.7 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 10.6 10.8 8 0 0 0
10.9 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 10.8 11 2 0 0 0
11.1 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 11 11.2 1 0 0 0
11.3 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 11.2 11.4 0 0 0 0
11.5 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 11.4 11.6 0 0 0 0
11.7 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 11.6 11.8 0 0 0 0
11.9 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 11.8 12 0 0 0 0
12.1 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 12 12.2 0 0 0 0
12.3 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 12.2 12.4 0 0 0 0
12.5 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 12.4 12.6 0 0 0 0
12.7 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 12.6 12.8 0 0 0 0
12.9 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 12.8 13 0 0 0 0
13.1 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 0.401832 0 0 13 13.2 0 0 0 0
