#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.278373.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.645325 0.0503536 0.0580333 1.18364 0.120424 0.136836 0.233073 0.0191016 0.0220832 0.645898 0.0576046 0.0544305 1.1688 0.143572 0.117759 0.223053 0.0201665 0.0215566 2.29711 0 0 2.29711 0 0 2.29711 0 0 7.2 7.4 586487 29172 4926 0
7.5 0.720763 0.0435892 0.0551053 1.33917 0.0646554 0.120418 0.263919 0.0162829 0.022076 0.735821 0.0558615 0.0592999 1.39411 0.100098 0.177215 0.262873 0.0264489 0.0276695 2.29711 0 0 2.29711 0 0 2.29711 0 0 7.4 7.6 468161 28832 4721 0
7.7 0.765107 0.0301591 0.042874 1.39739 0.0404305 0.0661536 0.282147 0.0117342 0.0172426 0.795792 0.0420559 0.043702 1.50849 0.0705348 0.084095 0.29836 0.0212526 0.0246747 2.29711 0 0 2.29711 0 0 2.29711 0 0 7.6 7.8 364480 26776 4332 0
7.9 0.766433 0.0273138 0.0396537 1.3943 0.0315359 0.0607388 0.283222 0.0115801 0.015902 0.832744 0.038213 0.0440018 1.56753 0.0370879 0.0681175 0.315531 0.0145935 0.0181007 2.29711 0 0 2.29711 0 0 2.29711 0 0 7.8 8 276549 23075 3727 0
8.1 0.755421 0.0235265 0.0384816 1.36222 0.0375129 0.0535406 0.282374 0.0076842 0.0145203 0.84888 0.0235417 0.0493084 1.55709 0.0312499 0.0558133 0.319295 0.0140184 0.0164482 2.29711 0 0 2.29711 0 0 2.29711 0 0 8 8.2 209034 19435 3318 0
8.3 0.718673 0.0246408 0.0339614 1.30895 0.0302831 0.0444113 0.264912 0.010851 0.0119412 0.827162 0.0285163 0.0388473 1.54361 0.0290476 0.0569031 0.315333 0.0131022 0.0156847 2.29711 0 0 2.29711 0 0 2.29711 0 0 8.2 8.4 159136 16572 2672 0
8.5 0.687029 0.0221651 0.0350457 1.27787 0.0239303 0.0483199 0.249898 0.00877988 0.0133338 0.810876 0.0227563 0.0388195 1.53928 0.0297054 0.0652071 0.302547 0.0120211 0.0152768 2.29711 0 0 2.29711 0 0 2.29711 0 0 8.4 8.6 119991 13700 2320 0
8.7 0.649242 0.0205204 0.0349473 1.23165 0.0311292 0.0542574 0.226404 0.00865258 0.0130877 0.804702 0.0295725 0.0340313 1.51486 0.0399971 0.0539795 0.30794 0.0137471 0.017763 2.29711 0 0 2.29711 0 0 2.29711 0 0 8.6 8.8 90343 10926 1897 0
8.9 0.609395 0.0209987 0.0296307 1.18901 0.024036 0.0579824 0.204235 0.00820056 0.0108331 0.812994 0.0273451 0.0385823 1.50807 0.0241929 0.0539418 0.302028 0.0131029 0.0170973 2.29711 0 0 2.29711 0 0 2.29711 0 0 8.8 9 67811 8127 1609 0
9.1 0.585971 0.0230883 0.0331001 1.14285 0.0439368 0.04818 0.190152 0.0113065 0.0122414 0.802506 0.0264322 0.0385154 1.48989 0.0328094 0.0634713 0.304095 0.013352 0.0169342 2.29711 0 0 2.29711 0 0 2.29711 0 0 9 9.2 50377 5681 1394 0
9.3 0.577903 0.0230396 0.0300978 1.12162 0.0241731 0.0357114 0.170673 0.0110348 0.00938286 0.821262 0.0261138 0.0445613 1.46507 0.032951 0.0544152 0.286825 0.0186307 0.0190675 2.29711 0 0 2.29711 0 0 2.29711 0 0 9.2 9.4 37289 3726 1203 0
9.5 0.552688 0.0246312 0.0318595 1.12095 0.0321095 0.0559689 0.16176 0.00945668 0.0126258 0.766899 0.0317422 0.0357164 1.40779 0.0355707 0.0653838 0.276964 0.0146199 0.0179748 2.29711 0 0 2.29711 0 0 2.29711 0 0 9.4 9.6 27537 2090 989 0
