#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.237873.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.508171 0.041827 0.0475241 0.949908 0.0724891 0.102663 0.18501 0.0188285 0.0184277 0.516107 0.0513287 0.0549858 0.97501 0.115067 0.12019 0.187992 0.020446 0.0240383 1.77305 0 0 1.77305 0 0 1.77305 0 0 7.2 7.4 524129 21216 1801 0
7.5 0.559638 0.0289913 0.0378572 1.03166 0.0416696 0.0597981 0.208 0.0124 0.0149828 0.587716 0.0470307 0.0516051 1.11562 0.0732576 0.0918249 0.216555 0.0224996 0.0245247 1.77305 0 0 1.77305 0 0 1.77305 0 0 7.4 7.6 410553 20526 1823 0
7.7 0.588173 0.0230983 0.0303438 1.06325 0.0271519 0.0393754 0.220828 0.00998572 0.0113836 0.634697 0.0249457 0.034263 1.17859 0.0342203 0.0549556 0.239675 0.0142688 0.0167557 1.77305 0 0 1.77305 0 0 1.77305 0 0 7.6 7.8 313020 18546 1656 0
7.9 0.593251 0.0182258 0.0291185 1.06152 0.0240908 0.0351776 0.221699 0.00844178 0.0115422 0.646031 0.0347729 0.0275007 1.19022 0.0293852 0.0444424 0.252204 0.0136357 0.0187176 1.77305 0 0 1.77305 0 0 1.77305 0 0 7.8 8 233971 16253 1457 0
8.1 0.570496 0.0210945 0.0289957 1.03763 0.0248536 0.0363196 0.215227 0.0089532 0.0105063 0.653561 0.0296889 0.0357181 1.19261 0.0228372 0.0346383 0.251282 0.0104652 0.0176122 1.77305 0 0 1.77305 0 0 1.77305 0 0 8 8.2 174138 13868 1233 0
8.3 0.546967 0.0198281 0.0239573 1.00171 0.0241126 0.0360437 0.203962 0.00738539 0.00955532 0.641201 0.0242348 0.0307474 1.19081 0.0288903 0.0251676 0.238997 0.0158945 0.0154013 1.77305 0 0 1.77305 0 0 1.77305 0 0 8.2 8.4 129149 11205 1074 0
8.5 0.528678 0.0154012 0.0250714 0.967341 0.0241928 0.0322065 0.193532 0.00608981 0.00877275 0.674718 0.0283637 0.0447898 1.2054 0.0221865 0.0334426 0.243311 0.0202446 0.0234521 1.77305 0 0 1.77305 0 0 1.77305 0 0 8.4 8.6 95293 9453 922 0
8.7 0.4987 0.0164572 0.0250353 0.930973 0.0225344 0.0326349 0.179552 0.00731283 0.0108021 0.670447 0.0330586 0.0365874 1.17632 0.0302426 0.0306427 0.221181 0.0153563 0.0157875 1.77305 0 0 1.77305 0 0 1.77305 0 0 8.6 8.8 69972 7435 706 0
8.9 0.460665 0.0162531 0.0224333 0.890519 0.0214935 0.0316881 0.163235 0.00758123 0.0102099 0.658249 0.0290982 0.0297583 1.15077 0.016655 0.0176922 0.234575 0.0229351 0.0179132 1.77305 0 0 1.77305 0 0 1.77305 0 0 8.8 9 51220 5525 638 0
9.1 0.431039 0.0161259 0.0193327 0.860988 0.0175452 0.0293643 0.142166 0.00695875 0.00773692 0.655462 0.0218466 0.0246075 1.1545 0.0241935 0.0281913 0.26664 0.0150527 0.0277985 1.77305 0 0 1.77305 0 0 1.77305 0 0 9 9.2 37310 3928 507 0
