#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.774498.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.01863 1.16653 1.07996 4.91821 0.74636 0.793158 1.42136 0.735243 0.687573 3.52955 1.24129 1.46719 5.27089 0.724596 0.785174 1.63017 1.31471 0.844141 3.58922 1.18936 1.54448 5.27797 0.778604 0.85098 1.68996 1.20506 0.946799 7.2 7.4 33748 4224 4649 3465
7.5 3.08974 0.988635 1.12115 4.97373 0.650344 0.729067 1.42855 0.602715 0.677005 3.74016 1.09604 1.59704 5.43477 0.660434 0.803283 1.71773 1.27514 0.889045 3.76477 1.10446 1.60819 5.49106 0.671689 0.865378 1.75088 1.25702 0.978084 7.4 7.6 29115 3793 4233 3121
7.7 3.1533 0.785984 1.17896 5.01731 0.550798 0.743903 1.41562 0.536498 0.660623 3.86853 0.886827 1.6949 5.54307 0.567002 0.831844 1.80184 1.12463 0.975244 3.97875 0.950938 1.75949 5.6457 0.632114 0.864309 1.86529 1.11778 1.08188 7.6 7.8 25614 3551 3817 2704
7.9 3.17095 0.651554 1.14979 5.06372 0.507063 0.790552 1.41372 0.41336 0.684814 3.94894 0.772932 1.67615 5.63234 0.534538 0.867719 1.83318 0.988233 0.995489 4.07536 0.784778 1.81475 5.7408 0.556402 0.87305 1.92011 1.0177 1.10675 7.8 8 23747 3416 3573 2527
8.1 3.17157 0.582598 1.05041 5.30596 0.671956 0.927545 1.39877 0.339916 0.614284 4.01096 0.620285 1.69678 5.77726 0.48928 0.901027 1.82786 0.853369 1.03639 4.09167 0.661743 1.70513 5.86358 0.483226 0.916054 1.94235 0.815483 1.13572 8 8.2 23189 3511 3577 2465
8.3 3.27611 0.40592 1.13191 5.55768 0.516233 1.04106 1.40595 0.282115 0.663147 4.0425 0.472206 1.58893 5.92436 0.442973 0.902775 1.78772 0.634219 0.994737 4.12596 0.528483 1.7218 5.94942 0.364037 0.954621 1.87257 0.695931 1.11455 8.2 8.4 21808 3487 3429 2333
8.5 3.21176 0.323652 1.04926 5.52014 0.411911 0.976738 1.34349 0.21783 0.53084 4.00221 0.344818 1.51397 5.92517 0.332135 0.895776 1.71668 0.502265 0.919074 4.15 0.414286 1.67016 6.00924 0.253117 0.93037 1.86666 0.512401 1.09563 8.4 8.6 20114 3347 3121 2227
8.7 2.99259 0.346596 0.897322 5.27534 0.401223 0.862709 1.29824 0.145809 0.466464 3.88622 0.328776 1.38694 5.83431 0.30423 0.813057 1.6557 0.327607 0.85008 4.02788 0.352584 1.53549 5.9639 0.266026 0.814541 1.78575 0.404074 0.998457 8.6 8.8 18285 3020 2938 2080
8.9 2.75962 0.348363 0.704616 5.19088 0.334848 0.806225 1.21311 0.132892 0.38869 3.7189 0.295383 1.2369 5.72303 0.266408 0.757283 1.53553 0.305789 0.716111 3.9775 0.341666 1.4775 5.90777 0.211552 0.795877 1.68461 0.401706 0.876544 8.8 9 17049 2996 2775 1896
9.1 2.60761 0.302969 0.600255 4.9854 0.360733 0.653608 1.17508 0.0844103 0.335213 3.51574 0.305312 1.11852 5.5694 0.296719 0.613493 1.41924 0.211265 0.585845 3.75227 0.347727 1.17401 5.78873 0.237317 0.654479 1.55359 0.300366 0.753922 9 9.2 16138 2672 2559 1742
