#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.222685.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.460812 0.0334076 0.0443087 0.862426 0.0544077 0.0911174 0.165264 0.0136053 0.0154269 0.46755 0.0379142 0.0570737 0.88544 0.0848793 0.118393 0.163093 0.0171314 0.016584 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.2 7.4 490008 17184 1134 0
7.5 0.502646 0.0276046 0.0334218 0.923508 0.0324632 0.0504377 0.184241 0.0122677 0.0142111 0.508199 0.0325997 0.0311902 1.0031 0.0433693 0.08057 0.18699 0.0225676 0.0182385 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.4 7.6 380259 16912 1128 0
7.7 0.529463 0.0220277 0.0284601 0.948245 0.0206974 0.0343754 0.199674 0.00993171 0.012958 0.553043 0.0457257 0.034828 1.04825 0.0248172 0.0316511 0.214448 0.0247076 0.0138803 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.6 7.8 287092 15189 1067 0
7.9 0.530531 0.0196139 0.0264888 0.943579 0.0202625 0.0321806 0.202219 0.00838591 0.0105774 0.5943 0.0233073 0.0351903 1.05797 0.027701 0.0347208 0.231208 0.0176049 0.0167661 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.8 8 214328 13162 926 0
8.1 0.512176 0.0198992 0.0235001 0.923052 0.0240934 0.0297873 0.193572 0.00876085 0.00876732 0.600989 0.0233157 0.0311151 1.06477 0.0237305 0.0344603 0.234204 0.0174095 0.0192801 1.58632 0 0 1.58632 0 0 1.58632 0 0 8 8.2 157287 10876 776 0
8.3 0.48616 0.0147272 0.0216902 0.893356 0.0220481 0.0303344 0.178243 0.00679564 0.00839064 0.591195 0.0311211 0.0295339 1.06662 0.0188619 0.0342324 0.234191 0.0169701 0.013492 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.2 8.4 115532 9157 630 0
8.5 0.464212 0.0149488 0.0208298 0.861614 0.017571 0.0324867 0.167209 0.00594421 0.00868379 0.594672 0.0277864 0.0308716 1.07692 0.0308053 0.025164 0.246131 0.0132909 0.0175361 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.4 8.6 84426 7581 545 0
8.7 0.442996 0.0116883 0.0211241 0.825373 0.0161968 0.0239727 0.153908 0.00553009 0.00773351 0.585881 0.0404329 0.0279311 1.09326 0.0299594 0.0380601 0.219795 0.0207444 0.0165018 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.6 8.8 61525 5921 462 0
8.9 0.417464 0.0149209 0.019898 0.793414 0.0247226 0.0225884 0.14174 0.00571735 0.00532933 0.599919 0.0219836 0.029653 1.0235 0.0338913 0.0344339 0.224774 0.0229171 0.0179114 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.8 9 44929 4557 375 0
9.1 0.386288 0.0135937 0.0144992 0.752237 0.0199721 0.0244798 0.128551 0.00777254 0.00813405 0.578751 0.0270257 0.0222612 0.991127 0.0247021 0.0257248 0.227258 0.0129974 0.0170982 1.58632 0 0 1.58632 0 0 1.58632 0 0 9 9.2 31803 3336 319 0
