#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.766904.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.96746 1.15407 1.06855 4.84316 0.737202 0.75562 1.42314 0.733552 0.708314 3.52702 1.2058 1.54225 5.19601 0.75046 0.777843 1.63687 1.32494 0.86252 3.53036 1.19832 1.47758 5.17516 0.812357 0.836435 1.65321 1.23646 0.922277 7.2 7.4 31565 3970 4541 3239
7.5 3.09722 0.968954 1.16755 4.91815 0.639163 0.708755 1.41725 0.699938 0.676953 3.73761 1.06834 1.65163 5.36874 0.673629 0.826747 1.70219 1.29286 0.883746 3.76173 1.06727 1.66632 5.39475 0.72218 0.856985 1.73613 1.23218 0.963838 7.4 7.6 27152 3621 3978 2929
7.7 3.10729 0.766178 1.15956 4.95126 0.565451 0.752464 1.41524 0.540953 0.668345 3.83679 0.901779 1.69179 5.47618 0.549094 0.832591 1.81508 1.07595 0.995734 3.95057 0.937335 1.77448 5.57635 0.592598 0.917027 1.84593 1.1452 1.05468 7.6 7.8 24185 3439 3679 2529
7.9 3.13182 0.691667 1.1498 5.03924 0.530552 0.775226 1.41087 0.4137 0.671254 3.92404 0.788115 1.7041 5.56734 0.522816 0.836411 1.83999 0.976577 1.00946 4.03621 0.788079 1.76988 5.67118 0.581568 0.850716 1.92349 0.973522 1.13611 7.8 8 22549 3233 3459 2396
8.1 3.18377 0.5572 1.10498 5.24809 0.725646 0.931526 1.4036 0.339986 0.670289 3.99527 0.60473 1.66966 5.73169 0.53619 0.917982 1.80101 0.86616 1.03234 4.10556 0.644444 1.7708 5.77864 0.492127 0.901485 1.92187 0.900623 1.11441 8 8.2 22259 3381 3423 2330
8.3 3.30481 0.37674 1.21168 5.51911 0.454504 1.0368 1.3913 0.290947 0.625789 4.01667 0.456481 1.66917 5.87237 0.401287 0.966055 1.71115 0.668733 0.947519 4.10455 0.542329 1.72652 5.90708 0.369951 0.952846 1.84266 0.762477 1.08953 8.2 8.4 20661 3359 3219 2239
8.5 3.17723 0.350546 1.0136 5.41578 0.470015 0.906917 1.33629 0.228675 0.544033 3.93421 0.419361 1.39463 5.85713 0.322224 0.913185 1.74286 0.490218 0.942082 4.11129 0.420191 1.72571 5.92288 0.288085 0.928548 1.84106 0.507465 1.09349 8.4 8.6 19178 3204 3010 2148
8.7 3.00921 0.305075 0.933124 5.29777 0.381809 0.877325 1.30338 0.137269 0.465263 3.87991 0.301339 1.40241 5.79567 0.283639 0.834745 1.63972 0.351879 0.84015 4.04667 0.378334 1.56561 5.87823 0.311854 0.834201 1.76673 0.456154 0.96983 8.6 8.8 17622 2941 2823 1911
8.9 2.75833 0.336111 0.702833 5.14068 0.310513 0.806477 1.22893 0.144482 0.41374 3.6975 0.284792 1.29542 5.6832 0.282048 0.77495 1.50363 0.322309 0.703805 3.9381 0.344405 1.4681 5.88074 0.223461 0.812057 1.69542 0.39769 0.893368 8.8 9 16329 2868 2646 1832
9.1 2.55588 0.313946 0.591488 4.91106 0.381898 0.657842 1.14773 0.0936475 0.34714 3.49118 0.260548 1.17941 5.51367 0.26582 0.667304 1.38146 0.202245 0.56551 3.7575 0.346071 1.23477 5.74263 0.253649 0.730028 1.5908 0.345123 0.753952 9 9.2 15502 2543 2510 1732
9.3 2.41979 0.283469 0.47705 4.74145 0.325539 0.565905 1.07317 0.110327 0.244266 3.187 0.338 0.932455 5.30141 0.314123 0.527144 1.28378 0.164619 0.503982 3.51389 0.363317 1.14639 5.58121 0.273092 0.568579 1.36124 0.291713 0.61898 9.2 9.4 14832 2281 2272 1599
9.5 2.24514 0.303819 0.317361 4.43098 0.382816 0.42787 0.992211 0.0962468 0.177903 2.85455 0.352351 0.617045 5.08449 0.270848 0.416018 1.15794 0.156597 0.35781 3.2125 0.363889 0.8125 5.36475 0.25797 0.500892 1.23744 0.241162 0.460437 9.4 9.6 14910 1836 2213 1619
9.7 2.1625 0.2545 0.314352 4.35939 0.347354 0.360087 0.935403 0.111468 0.197261 2.47963 0.35162 0.459175 4.81041 0.361169 0.433862 0.997073 0.173643 0.260777 2.96053 0.406385 0.560526 5.16714 0.29195 0.337205 1.05519 0.193063 0.328961 9.6 9.8 15075 1511 2206 1527
9.9 2.08 0.250769 0.2925 4.26447 0.323891 0.382096 0.904224 0.0850338 0.209322 2.175 0.244318 0.273276 4.52575 0.286238 0.302003 0.853422 0.135464 0.19727 2.65536 0.332143 0.437302 4.90398 0.274225 0.338751 0.907501 0.187465 0.22068 9.8 10 15793 1052 2149 1514
10.1 2.15 0.254167 0.315 4.31783 0.352059 0.40621 0.894479 0.0694491 0.183365 1.8375 0.217857 0.161786 4.19669 0.294118 0.299174 0.681245 0.120937 0.110846 2.28929 0.360714 0.340952 4.6461 0.318027 0.280978 0.739448 0.142657 0.168902 10 10.2 17034 673 2015 1486
10.3 2.20714 0.292857 0.372768 4.44733 0.411476 0.403236 0.8489 0.122912 0.152817 1.51548 0.155238 0.0777404 3.75765 0.257453 0.215003 0.527243 0.0677226 0.0656077 1.86364 0.273864 0.198931 4.34321 0.253741 0.291339 0.572863 0.0873722 0.107639 10.2 10.4 17991 363 2043 1324
10.5 2.025 0.285 0.3375 4.39446 0.258419 0.354438 0.805916 0.118966 0.160958 1.325 0.0993589 0.0698276 3.30899 0.331179 0.228692 0.420842 0.0483858 0.0709698 1.655 0.261667 0.195 4.02585 0.26692 0.384246 0.488227 0.107224 0.0665245 10.4 10.6 17947 140 1729 1139
10.7 1.8 0.425 0.3375 3.85024 0.484857 0.407933 0.575966 0.174521 0.15721 1.2181 0.0825546 0.060671 2.82024 0.275793 0.337394 0.364941 0.0556553 0.0353296 1.43611 0.217735 0.194444 3.50119 0.360335 0.460531 0.397361 0.0631779 0.0683742 10.6 10.8 15889 75 1377 864
10.9 1.4 1.4 0.3 3.79615 0.455529 0.402404 0.522117 0.21274 0.116588 1.15 0.0553572 0.0984848 2.42242 0.331476 0.329783 0.280203 0.067125 0.0499658 1.22083 0.122917 0.128646 2.84962 0.311792 0.243372 0.30453 0.0434324 0.0743814 10.8 11 12105 30 797 516
11.1 1.45 0.375 0.55 1.8262 1.55793 0.834134 0.439664 0.726202 0.342067 1.02917 0.0625 0.0616667 2.08941 0.342613 0.245193 0.251747 0.105551 0.0468416 1.15714 0.15 0.194643 2.56368 0.364185 0.431009 0.268755 0.0685078 0.0707837 11 11.2 7403 3 289 220
11.3 1.725 0.75 1.725 1.74207 0.75 1.74207 1.00793 1.45 1.00793 1.00833 0.0866667 0.175 1.88197 0.508655 0.354807 0.225542 0.104147 0.0557336 0.98125 0.10625 0.20625 2.22163 0.516829 0.478605 0.220403 0.107563 0.053666 11.2 11.4 3691 0 78 65
