#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.994717.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.46111 1.06652 0.768991 6.38012 0.503211 0.549029 1.42246 0.489985 0.490644 4.13967 1.15798 1.1954 6.8009 0.523873 0.616304 1.60747 0.812056 0.624797 4.1287 1.1027 1.02826 6.73942 0.549652 0.563179 1.64685 0.801758 0.635997 7.2 7.4 119240 8460 9848 8692
7.5 3.64461 0.951756 0.784168 6.50642 0.462204 0.443004 1.46172 0.44809 0.499433 4.46328 0.963781 1.20804 7.00626 0.510109 0.522888 1.72488 0.863507 0.666929 4.52647 0.953075 1.14783 6.99974 0.479802 0.485551 1.72955 0.896434 0.660916 7.4 7.6 107277 8477 9682 8583
7.7 3.77143 0.779003 0.765564 6.55668 0.41663 0.397705 1.49345 0.371002 0.44271 4.62554 0.88879 1.06547 7.14509 0.436946 0.44427 1.76093 0.829026 0.653001 4.68233 0.880035 1.17448 7.19241 0.449412 0.495281 1.81578 0.780213 0.732559 7.6 7.8 93516 7675 9235 8177
7.9 3.75057 0.609528 0.659943 6.53697 0.35912 0.382635 1.50336 0.327393 0.37393 4.71235 0.711162 1.05862 7.23441 0.373306 0.435605 1.82308 0.666425 0.662662 4.85763 0.705976 1.09981 7.38282 0.369433 0.449904 1.89766 0.765528 0.808145 7.8 8 79256 7173 8627 7362
8.1 3.62727 0.476894 0.570606 6.4378 0.275418 0.370036 1.48777 0.244782 0.342958 4.7359 0.584341 0.924092 7.26105 0.330816 0.387009 1.87312 0.599251 0.67461 4.91525 0.597981 1.02597 7.41325 0.32821 0.415522 1.9225 0.706687 0.786312 8 8.2 68510 6440 7841 6703
8.3 3.49722 0.447372 0.504145 6.43591 0.345378 0.374184 1.45184 0.206544 0.3325 4.74133 0.473329 0.892993 7.30228 0.317616 0.363213 1.87877 0.479186 0.691392 4.87907 0.497891 0.937765 7.41196 0.320111 0.41665 1.95808 0.591293 0.836879 8.2 8.4 60626 5972 7171 6353
8.5 3.54712 0.429551 0.515865 6.69872 0.453186 0.499913 1.4467 0.153735 0.372251 4.76311 0.404532 0.8074 7.45683 0.361251 0.444182 1.88131 0.404891 0.692028 4.88962 0.430377 0.911397 7.478 0.343218 0.42742 2.00457 0.483325 0.880394 8.4 8.6 54751 5755 6969 5816
8.7 3.39167 0.372149 0.509028 6.61297 0.448585 0.490309 1.38875 0.131752 0.316689 4.64671 0.355512 0.868007 7.50153 0.331524 0.497652 1.80173 0.263791 0.638332 4.83202 0.348417 1.0057 7.53723 0.307746 0.407423 1.99568 0.363033 0.84373 8.6 8.8 47450 5409 5892 5083
8.9 3.11585 0.321967 0.417073 6.35778 0.353898 0.456177 1.31542 0.131086 0.2458 4.45946 0.303699 0.747921 7.3226 0.327302 0.456921 1.69854 0.198098 0.535278 4.72553 0.344781 0.911532 7.46655 0.250354 0.461337 1.92858 0.2538 0.794926 8.8 9 41443 4875 5117 4438
9.1 2.82174 0.310136 0.376226 6.09983 0.329865 0.39536 1.15416 0.136397 0.215525 4.22788 0.264615 0.66982 7.12786 0.304827 0.437633 1.57107 0.150141 0.441465 4.49191 0.374159 0.806198 7.31555 0.273576 0.434768 1.78973 0.208513 0.692868 9 9.2 35491 4303 4430 3867
9.3 2.60096 0.280617 0.254909 5.81802 0.294495 0.379976 1.09182 0.115076 0.170533 3.87604 0.306853 0.506994 6.92034 0.307352 0.411417 1.45507 0.129731 0.370226 4.24318 0.291377 0.7373 7.104 0.272713 0.439082 1.63493 0.194332 0.580134 9.2 9.4 31576 3571 3812 3432
9.5 2.49375 0.261378 0.24375 5.49065 0.315339 0.290821 0.958501 0.143793 0.176469 3.44625 0.339464 0.407541 6.60442 0.34986 0.366298 1.31968 0.134924 0.260069 3.97353 0.321632 0.562418 6.87349 0.240517 0.338305 1.45816 0.218794 0.41512 9.4 9.6 28695 2889 3344 3104
