#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.663123.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.64797 1.05203 1.13202 4.09146 0.633701 0.899662 1.34794 0.724585 0.785321 3.18261 1.00393 1.58845 4.42032 0.676926 0.949562 1.65639 1.20247 1.0428 3.228 0.972 1.56652 4.45432 0.731892 1.02935 1.67919 1.03681 1.01972 7.2 7.4 12888 2034 2091 1302
7.5 2.75179 0.786851 1.2358 4.15885 0.595871 0.951069 1.34171 0.731382 0.767432 3.27577 0.908322 1.65742 4.5169 0.677261 1.00895 1.67249 1.28629 1.01927 3.37188 0.896307 1.69324 4.6015 0.647902 1.07742 1.71841 1.13258 1.06637 7.4 7.6 10227 1716 1833 1033
7.7 2.76048 0.698607 1.26317 4.24644 0.640509 1.05195 1.32133 0.607867 0.774911 3.38415 0.789375 1.71582 4.6416 0.542724 1.04502 1.7246 1.15016 1.12178 3.439 0.880444 1.7765 4.73148 0.566019 1.09485 1.75344 0.950538 1.13324 7.6 7.8 9117 1699 1664 983
7.9 2.87215 0.576459 1.32807 4.43499 0.616035 1.08928 1.31508 0.400065 0.818797 3.45 0.644792 1.80047 4.7835 0.518076 1.0992 1.6712 0.972319 1.13028 3.55625 0.731908 1.91148 4.85128 0.449046 1.07134 1.7322 0.849752 1.15821 7.8 8 8341 1642 1551 851
8.1 2.88864 0.4125 1.33966 4.60869 0.521789 1.206 1.25275 0.3373 0.763526 3.48056 0.525366 1.83203 4.93685 0.323421 1.18362 1.53384 0.808396 1.04633 3.52661 0.628075 1.88309 4.92517 0.34398 1.2121 1.59305 0.906264 1.1119 8 8.2 7520 1547 1433 753
8.3 2.8175 0.399808 1.26163 4.61053 0.491219 1.12055 1.21342 0.312911 0.73347 3.44535 0.419652 1.81202 4.91541 0.365183 1.15847 1.42928 0.819603 0.941034 3.51429 0.570714 1.90054 4.95086 0.334031 1.21187 1.52227 0.892744 1.02112 8.2 8.4 6910 1479 1277 728
8.5 2.67292 0.333333 1.1381 4.46258 0.480498 1.06945 1.18903 0.213707 0.610074 3.38167 0.440208 1.7281 4.92622 0.280413 1.11586 1.45334 0.612534 0.955125 3.47 0.45875 1.814 4.93579 0.32881 1.08144 1.57579 0.643315 1.03063 8.4 8.6 6375 1326 1227 675
8.7 2.47798 0.361309 0.985198 4.31651 0.423535 1.00581 1.09585 0.19228 0.503623 3.23421 0.383758 1.54492 4.84092 0.305959 1.06502 1.34825 0.490723 0.850763 3.40469 0.399858 1.7021 4.89504 0.28788 1.02127 1.45966 0.505252 0.8942 8.6 8.8 6331 1378 1263 693
8.9 2.36413 0.306922 0.791403 4.17812 0.35555 0.818871 1.06885 0.144183 0.439479 3.04605 0.331448 1.37383 4.72722 0.278388 1.02706 1.20696 0.365118 0.694197 3.24048 0.404524 1.5436 4.79866 0.245351 0.976277 1.27571 0.48376 0.744021 8.8 9 6324 1384 1185 632
9.1 2.21106 0.306442 0.700343 4.05677 0.399649 0.797627 1.008 0.152869 0.350517 2.84539 0.373723 1.17575 4.57977 0.285633 0.886922 1.09257 0.321474 0.506105 3 0.433333 1.2975 4.67067 0.290063 0.889429 1.08725 0.474621 0.526707 9 9.2 6834 1356 1297 699
9.3 2.08417 0.297083 0.561798 3.96402 0.386163 0.680519 0.943607 0.109738 0.288185 2.62016 0.357617 0.984447 4.36095 0.281826 0.706559 1.0372 0.19475 0.445296 2.78125 0.404464 1.06801 4.52218 0.285464 0.812707 0.990836 0.348915 0.4299 9.2 9.4 7183 1197 1411 742
9.5 1.97679 0.305357 0.439286 3.91888 0.291339 0.565231 0.921814 0.0940405 0.278539 2.2525 0.405313 0.678462 4.1516 0.302345 0.544373 0.903884 0.184434 0.374744 2.55625 0.51375 0.922917 4.456 0.306632 0.698077 0.877586 0.276537 0.364842 9.4 9.6 8272 1098 1438 771
