#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.202435.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.266794 0.0521244 0.0498725 0.460373 0.05729 0.0570408 0.0974161 0.0443986 0.0193723 0.25 0.08 0.0455882 0.457328 0.122117 0.065261 0.086125 0.0273371 0.0127745 0 0 0 0 0 0 0 0 0 7.2 7.4 4590 1531 73 0
7.5 0.266515 0.0535829 0.0439155 0.474395 0.0564466 0.0633717 0.0981481 0.0392019 0.0190006 0.260714 0.0821429 0.0446429 0.484675 0.105869 0.071495 0.0843386 0.039268 0.0104341 0 0 0 0 0 0 0 0 0 7.4 7.6 4259 1545 70 0
7.7 0.269477 0.0453566 0.0482243 0.479385 0.0475179 0.0649931 0.0970008 0.0427168 0.0169297 0.258333 0.0625 0.0416667 0.469573 0.08547 0.0696587 0.0884621 0.0461884 0.014601 0 0 0 0 0 0 0 0 0 7.6 7.8 3792 1463 103 0
7.9 0.264058 0.0481009 0.0379066 0.478704 0.04945 0.0642423 0.0996721 0.0360085 0.0172753 0.241667 0.0625 0.0466667 0.470492 0.0863573 0.0715441 0.085234 0.0335166 0.0174579 0 0 0 0 0 0 0 0 0 7.8 8 3534 1439 74 0
8.1 0.258333 0.0424243 0.0378333 0.467228 0.0611365 0.0712214 0.100687 0.0356121 0.0177032 0.235 0.0542857 0.0391666 0.469589 0.100442 0.0913447 0.085604 0.0333874 0.0136986 0 0 0 0 0 0 0 0 0 8 8.2 2929 1223 59 0
8.3 0.255118 0.0353074 0.0340525 0.449574 0.0533091 0.0646868 0.10038 0.0328602 0.0156453 0.247222 0.0444445 0.0395299 0.467883 0.0817561 0.076778 0.0883417 0.0326526 0.013948 0 0 0 0 0 0 0 0 0 8.2 8.4 2542 1079 67 0
8.5 0.254452 0.0338813 0.0354165 0.447835 0.0448885 0.0640726 0.102634 0.0331288 0.0152487 0.235714 0.0455357 0.05 0.473496 0.0809496 0.083353 0.0902136 0.0407006 0.0189921 0 0 0 0 0 0 0 0 0 8.4 8.6 2180 887 58 0
8.7 0.249493 0.0298171 0.0293009 0.443028 0.0434167 0.0587285 0.105326 0.0245399 0.0172677 0.233333 0.0472222 0.0583333 0.451681 0.125401 0.0749514 0.0826526 0.035056 0.0141256 0 0 0 0 0 0 0 0 0 8.6 8.8 1830 720 42 0
8.9 0.253667 0.03175 0.0321902 0.435867 0.0491083 0.0487285 0.108421 0.0279977 0.0196415 0.225 0.085 0.0454545 0.421093 0.149816 0.0721921 0.0880773 0.0552728 0.0185371 0 0 0 0 0 0 0 0 0 8.8 9 1519 588 56 0
9.1 0.256604 0.0355837 0.026831 0.44202 0.0592405 0.0515198 0.109667 0.0357549 0.0184942 0.2375 0.065625 0.046875 0.43137 0.0795267 0.0527647 0.0907697 0.0409614 0.0168911 0 0 0 0 0 0 0 0 0 9 9.2 1333 385 45 0
9.3 0.259211 0.0373804 0.0284413 0.44187 0.0557658 0.0404049 0.114957 0.0370359 0.0178873 0.241667 0.0404762 0.0510417 0.435815 0.0844957 0.0830925 0.0975966 0.033294 0.0225088 0 0 0 0 0 0 0 0 0 9.2 9.4 1076 285 44 0
9.5 0.25625 0.0328125 0.0274038 0.450894 0.0536241 0.0491433 0.112281 0.0279249 0.0176617 0.233333 0.04375 0.0440476 0.422275 0.121474 0.0660855 0.0950487 0.0239428 0.0215174 0 0 0 0 0 0 0 0 0 9.4 9.6 801 149 34 0
9.7 0.2675 0.03875 0.0328846 0.458011 0.0589747 0.0347911 0.115947 0.0292465 0.0216124 0.2125 0.0625 0.0675 0.41274 0.108734 0.0780448 0.0805293 0.0297675 0.016731 0 0 0 0 0 0 0 0 0 9.6 9.8 576 80 23 0
9.9 0.255 0.06 0.03625 0.448317 0.0763221 0.0450728 0.0992423 0.053703 0.0111009 0.216667 0.05 0.0666667 0.451681 0.147597 0.0865379 0.0870798 0.032472 0.0187666 0 0 0 0 0 0 0 0 0 9.8 10 429 30 29 0
10.1 0.225 0.0666667 0.0416667 0.461538 0.058412 0.0884621 0.105529 0.031731 0.0218151 0.2375 0.0475 0.05 0.401681 0.19916 0.0730758 0.10613 0.0239986 0.030769 0 0 0 0 0 0 0 0 0 10 10.2 373 15 27 0
10.3 0.275 0.0625 0.0583333 0.470672 0.142067 0.102403 0.123798 0.05 0.0262017 0.254167 0.0458333 0.0491667 0.404807 0.134134 0.059711 0.104423 0.0207572 0.0234936 0 0 0 0 0 0 0 0 0 10.2 10.4 249 7 13 0
10.5 0.3375 0.0375 0.0875 0.446874 0.263462 0.0706724 0.131731 0.134134 0.0341345 0.258333 0.0541667 0.0583333 0.428605 0.0579327 0.0587339 0.110697 0.0424285 0.0355168 0 0 0 0 0 0 0 0 0 10.4 10.6 194 3 22 0
