#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.359372.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.586523 0.197055 0.239648 1.05911 0.27476 0.335798 0.171685 0.184206 0.0627897 0.621791 0.249042 0.22524 1.1441 0.304803 0.326549 0.179591 0.20297 0.0773751 0.575 0.270833 0.45 1.11616 0.33071 0.874097 0.161142 0.215303 0.129411 7.2 7.4 28 371 150 8
7.5 0.571711 0.178289 0.207776 1.08716 0.303187 0.371535 0.151991 0.17174 0.0397307 0.598781 0.25122 0.255923 1.15355 0.31935 0.460181 0.169758 0.180006 0.0618401 0.5625 0.3375 0.3125 1.10024 0.385038 0.500958 0.15082 0.157599 0.0782232 7.4 7.6 42 563 237 6
7.7 0.565625 0.206375 0.197054 1.14527 0.307079 0.360243 0.159129 0.131246 0.0517587 0.577083 0.264678 0.192798 1.19046 0.320271 0.409959 0.159704 0.163215 0.0531689 0.539286 0.332143 0.297619 1.07932 0.352642 0.503846 0.129718 0.14408 0.0618696 7.6 7.8 58 554 235 14
7.9 0.581882 0.167088 0.170128 1.15561 0.31554 0.332536 0.176685 0.129027 0.0560939 0.578631 0.221369 0.19017 1.19413 0.328321 0.341835 0.155969 0.174202 0.0360459 0.533333 0.279167 0.164583 1.09375 0.396555 0.396874 0.168098 0.153297 0.0598043 7.8 8 118 580 269 16
8.1 0.584917 0.15794 0.134917 1.16244 0.281789 0.285404 0.190045 0.152865 0.0577834 0.579592 0.218253 0.168878 1.21653 0.310313 0.295714 0.173619 0.117788 0.0490425 0.5375 0.2625 0.1425 1.09992 0.359776 0.323715 0.158414 0.189182 0.057746 8 8.2 199 606 301 16
8.3 0.582745 0.15712 0.101792 1.15377 0.226626 0.223458 0.20484 0.15347 0.0582452 0.585156 0.214844 0.132656 1.26112 0.266906 0.247891 0.165113 0.122296 0.0380184 0.584375 0.155625 0.126042 1.09831 0.347476 0.352241 0.165529 0.0803863 0.0394932 8.2 8.4 355 654 343 25
8.5 0.59 0.12875 0.0842053 1.16964 0.163994 0.213539 0.225142 0.136038 0.0772477 0.590882 0.186959 0.117549 1.23583 0.239524 0.232067 0.162671 0.138607 0.0361141 0.63125 0.14375 0.15625 1.25168 0.40721 0.360336 0.168991 0.153126 0.0571316 8.4 8.6 494 580 355 16
8.7 0.593915 0.125315 0.0776324 1.15664 0.173083 0.180394 0.229855 0.148331 0.0801319 0.590234 0.159766 0.101346 1.22419 0.242934 0.226175 0.172265 0.147928 0.0385094 0.55 0.2 0.15 1.17163 0.246874 0.232129 0.143512 0.180286 0.045864 8.6 8.8 724 656 412 26
8.9 0.597674 0.0998746 0.0649158 1.15714 0.177487 0.160705 0.241173 0.109466 0.0875413 0.582386 0.155114 0.102669 1.24062 0.225323 0.215134 0.17219 0.130128 0.0443294 0.5375 0.225 0.1 1.16827 0.246152 0.337983 0.14916 0.177765 0.0450125 8.8 9 1012 564 438 24
9.1 0.590217 0.0889493 0.055396 1.14625 0.158359 0.155389 0.261202 0.102602 0.0957156 0.564474 0.140961 0.0872998 1.21139 0.257901 0.184068 0.166593 0.098974 0.03854 0.575 0.1 0.0916666 1.1379 0.147916 0.156891 0.206974 0.0658655 0.088784 9 9.2 1350 505 493 26
9.3 0.59375 0.0881945 0.0506945 1.13795 0.128458 0.151249 0.269805 0.108698 0.0667985 0.559783 0.126467 0.0843019 1.16874 0.213666 0.187289 0.166996 0.0985847 0.040327 0.6125 0.1875 0.10625 1.18822 0.224521 0.205529 0.214185 0.189983 0.108294 9.2 9.4 1817 374 537 20
