#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=1.002310.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.42588 1.11191 0.753433 6.3733 0.559947 0.517367 1.4064 0.489537 0.487782 4.1175 1.15405 1.1435 6.79922 0.530957 0.601353 1.58889 0.823488 0.599975 4.09588 1.14815 0.997509 6.75506 0.556709 0.586158 1.59175 0.830774 0.586014 7.2 7.4 122225 8311 9534 8789
7.5 3.66907 0.858584 0.793047 6.54997 0.499264 0.44855 1.45288 0.430389 0.475322 4.47551 0.953537 1.15733 7.03976 0.482362 0.50136 1.7096 0.817331 0.650478 4.51649 0.941269 1.12932 7.06577 0.437754 0.524933 1.72233 0.880005 0.641904 7.4 7.6 110026 8401 9798 8706
7.7 3.79598 0.729018 0.769315 6.60869 0.382046 0.395222 1.48761 0.374928 0.434042 4.6347 0.864783 1.08929 7.19979 0.442214 0.442644 1.76783 0.768621 0.653696 4.71462 0.875067 1.12123 7.23501 0.470462 0.459801 1.82412 0.784216 0.751796 7.6 7.8 95610 7687 9118 8143
7.9 3.73359 0.622441 0.62492 6.59389 0.3134 0.358097 1.49637 0.305257 0.398181 4.73411 0.704459 0.975112 7.28559 0.360853 0.432726 1.82886 0.677238 0.657576 4.84219 0.736338 1.0679 7.3801 0.387027 0.441241 1.90175 0.763426 0.775879 7.8 8 81655 7099 8677 7548
8.1 3.57344 0.489798 0.54566 6.46099 0.26209 0.35201 1.47945 0.232177 0.313534 4.75219 0.570505 0.881949 7.28722 0.32138 0.363343 1.86331 0.598531 0.660224 4.89964 0.597292 0.96995 7.44551 0.314249 0.424787 1.93944 0.662893 0.787274 8 8.2 69514 6414 7743 6842
8.3 3.40259 0.421393 0.408836 6.38406 0.244227 0.342438 1.43094 0.202211 0.288176 4.7 0.481742 0.81 7.28311 0.265996 0.377884 1.87051 0.444534 0.649946 4.88598 0.504524 0.867226 7.4093 0.312795 0.412302 1.93747 0.637327 0.78722 8.2 8.4 61690 5833 7280 6267
8.5 3.28 0.337969 0.369583 6.36081 0.257594 0.370152 1.35876 0.192177 0.306374 4.69946 0.397766 0.769546 7.38224 0.244617 0.403434 1.81015 0.424605 0.60209 4.86488 0.424892 0.926488 7.45034 0.273072 0.383253 1.95973 0.457502 0.800594 8.4 8.6 55660 5786 6850 5898
8.7 3.10547 0.299077 0.343626 6.26875 0.371228 0.345561 1.31861 0.131212 0.263806 4.58258 0.320056 0.742253 7.3424 0.267933 0.356018 1.78381 0.252851 0.596016 4.75321 0.358281 0.853963 7.46165 0.221559 0.359807 1.92898 0.384045 0.75125 8.6 8.8 48503 5402 5902 5173
8.9 2.77734 0.298656 0.270447 5.97375 0.406082 0.306427 1.16493 0.154323 0.223083 4.33824 0.265671 0.631235 7.19629 0.233706 0.386582 1.66715 0.167835 0.461689 4.634 0.306833 0.821963 7.38623 0.206741 0.402193 1.90122 0.207098 0.719461 8.8 9 41850 4726 5228 4460
9.1 2.48889 0.302778 0.199919 5.58383 0.398153 0.335618 1.05921 0.141624 0.217628 4.10769 0.266308 0.541313 6.98004 0.257578 0.365986 1.56288 0.104693 0.394022 4.45156 0.292969 0.73091 7.2181 0.252552 0.383342 1.75569 0.222145 0.644909 9 9.2 36112 4271 4416 3971
9.3 2.31406 0.234324 0.175313 5.43736 0.359976 0.315361 0.935141 0.148033 0.16889 3.81442 0.259188 0.511298 6.79852 0.270666 0.390616 1.46696 0.118353 0.348297 4.21528 0.269205 0.684508 6.99623 0.288357 0.398023 1.62825 0.184943 0.532957 9.2 9.4 32109 3562 3771 3428
9.5 2.18563 0.253661 0.175625 5.16365 0.262942 0.306744 0.748566 0.182289 0.104704 3.36875 0.241033 0.43875 6.47077 0.278431 0.342758 1.26121 0.145125 0.254506 3.89524 0.314989 0.521374 6.82152 0.26337 0.338216 1.45737 0.177245 0.399477 9.4 9.6 28715 2850 3235 3061
9.7 2.16389 0.216468 0.192222 4.9516 0.248038 0.384747 0.69141 0.121189 0.10052 2.97976 0.258095 0.25754 6.07263 0.335632 0.417243 1.16024 0.0856236 0.191787 3.54038 0.395726 0.395147 6.64374 0.277687 0.355966 1.29783 0.16656 0.287174 9.6 9.8 25462 2038 2913 2757
9.9 2.05 0.238889 0.2 4.80042 0.371196 0.452364 0.553186 0.124151 0.0830005 2.49348 0.253581 0.191097 5.57839 0.413207 0.337204 0.981154 0.149925 0.156125 3.18125 0.38125 0.369345 6.22397 0.364119 0.43615 1.08876 0.173178 0.18818 9.8 10 23373 1391 2462 2372
10.1 2.16364 0.250649 0.241414 4.87496 0.30647 0.325538 0.635191 0.210972 0.149711 2.11875 0.170724 0.171528 5.1522 0.394659 0.35276 0.67681 0.135641 0.106036 2.8275 0.3725 0.335258 5.89989 0.384251 0.402658 0.966321 0.12056 0.147992 10 10.2 22112 813 2160 2102
10.3 2.045 0.46125 0.22625 4.96522 0.363138 0.47197 0.709739 0.248931 0.212501 1.79762 0.130506 0.0998919 4.54745 0.396471 0.36658 0.488735 0.083376 0.0342855 2.265 0.270715 0.26875 5.47595 0.457697 0.508706 0.693337 0.155678 0.118791 10.2 10.4 21052 376 1912 1747
10.5 2.0875 0.3875 0.2875 5.05781 0.332092 0.405526 0.684385 0.226438 0.19457 1.59583 0.118873 0.090064 4.13948 0.310739 0.40529 0.401447 0.0469511 0.034847 1.92262 0.288492 0.191369 4.98592 0.453889 0.547674 0.579922 0.128309 0.0968159 10.4 10.6 19787 164 1539 1510
10.7 2.175 0.8 0.65 4.89303 0.699278 0.749277 0.803126 0.164185 0.225479 1.43462 0.0820513 0.106615 3.57113 0.385403 0.426849 0.353303 0.067935 0.0427048 1.67083 0.189167 0.213691 4.35514 0.562839 0.504235 0.453383 0.0726945 0.0522963 10.6 10.8 17466 71 1177 1142
10.9 2.925 1.05 0.7375 6.44687 1.8976 2.1238 1.30313 0.792067 0.789664 1.41711 0.0676169 0.114328 3.14999 0.460494 0.419946 0.329935 0.0415366 0.0839767 1.44545 0.14026 0.134928 3.90736 0.459186 0.627352 0.375865 0.0675832 0.0687437 10.8 11 13771 19 737 699
11.1 1.975 0.5 0.65 2.48413 1.77861 0.507933 0.481731 0.857933 0.115865 1.275 0.1875 0.29 2.97257 0.415398 0.423784 0.243195 0.094754 0.0239531 1.30417 0.179924 0.226042 3.16921 0.596305 0.684698 0.305111 0.13613 0.0861195 11 11.2 9286 9 362 377
11.3 0 0 0 0 0 0 0 0 0 0.8 0.4125 0.225 2.61755 0.705529 1.06274 0.20605 0.114143 0.0711462 1.05 0.2 0.3375 2.49639 0.595193 0.523194 0.209378 0.0934287 0.0681857 11.2 11.4 4892 0 58 114
11.5 0 0 0 0 0 0 0 0 0 0 1.425 0 0 1.99207 0 0 0.615866 0 0.75 0.25 0.35 1.86514 0.905529 0.407933 0.13726 0.163101 0.0270985 11.4 11.6 2030 0 1 25
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.675 4.025 1 5.71827 0.0158653 2.15 0.389664 0.765865 0.292067 11.6 11.8 689 0 0 2
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 192 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 33 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 3 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 1 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
