#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.455560.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.859342 0.528158 0.492675 1.61478 0.645742 0.915025 0.260529 0.374909 0.14947 0.945391 0.687445 0.582891 1.83421 0.571385 0.992138 0.283655 0.524277 0.190025 0.873387 0.601613 0.573387 1.63413 0.615602 1.06286 0.283176 0.406491 0.193512 7.2 7.4 11 70 31 15
7.5 0.843503 0.656497 0.489931 1.69753 0.760399 0.8821 0.245904 0.345593 0.133243 0.879558 0.720442 0.554558 1.85787 0.685448 1.0801 0.248815 0.465665 0.142661 0.874219 0.700781 0.574219 1.74354 0.719203 0.997464 0.258768 0.361447 0.17307 7.4 7.6 14 141 97 19
7.7 0.82756 0.57244 0.467901 1.77563 0.642642 0.993419 0.245089 0.300114 0.145582 0.887941 0.812059 0.565441 1.93431 0.691929 1.14387 0.2354 0.351162 0.130281 0.864103 0.797009 0.564103 1.86113 0.759547 1.15824 0.255901 0.325246 0.160107 7.6 7.8 4 199 126 20
7.9 0.841019 0.450647 0.470367 1.83195 0.563649 1.05126 0.248467 0.273617 0.145001 0.855782 0.734218 0.519671 2.0115 0.615337 1.23881 0.233272 0.337164 0.139782 0.8625 0.6375 0.52 1.87278 0.762591 1.10764 0.254685 0.339331 0.159733 7.8 8 7 197 153 23
8.1 0.858333 0.366667 0.428846 1.8416 0.498905 0.880925 0.250229 0.305422 0.124627 0.900591 0.582148 0.475591 1.9741 0.574255 1.03516 0.263208 0.373918 0.143561 0.861719 0.615781 0.508147 1.94817 0.578028 1.14613 0.235751 0.338772 0.121006 8 8.2 20 191 140 33
8.3 0.868072 0.381928 0.316602 1.85736 0.400604 0.685917 0.310995 0.278669 0.184432 0.890278 0.548264 0.434028 1.99687 0.503866 0.861881 0.248469 0.360137 0.11842 0.85625 0.57375 0.30625 1.9946 0.687468 0.894361 0.255027 0.282639 0.125099 8.2 8.4 65 190 169 35
8.5 0.865991 0.351509 0.26811 1.8203 0.357936 0.564399 0.323375 0.300322 0.158265 0.875 0.55 0.314706 2.01663 0.428159 0.71091 0.261563 0.368909 0.115796 0.85625 0.56875 0.33125 1.99447 0.597995 0.799366 0.243342 0.325413 0.106321 8.4 8.6 127 186 191 44
8.7 0.890476 0.317857 0.205045 1.82984 0.302635 0.404121 0.36043 0.245912 0.147237 0.893333 0.52782 0.252296 1.98616 0.349703 0.447471 0.263718 0.368726 0.0910524 0.815 0.585 0.24 1.96573 0.517318 0.496749 0.23287 0.360642 0.0956837 8.6 8.8 232 191 213 60
8.9 0.877381 0.319494 0.154938 1.82455 0.318833 0.325127 0.385793 0.22126 0.145986 0.877778 0.497222 0.203559 1.96426 0.396933 0.428278 0.274019 0.329212 0.0807516 0.868182 0.423485 0.233182 1.96843 0.487818 0.428096 0.214344 0.324244 0.0846768 8.8 9 462 240 282 45
9.1 0.851351 0.273649 0.114038 1.75415 0.317091 0.259316 0.404284 0.201071 0.153304 0.881944 0.401389 0.200695 1.89835 0.386253 0.329331 0.278146 0.260318 0.0977347 0.866667 0.361458 0.225 1.98233 0.446356 0.530647 0.240537 0.261394 0.0957527 9 9.2 843 238 340 73
9.3 0.875 0.2375 0.119444 1.81441 0.297354 0.260814 0.420119 0.180832 0.137721 0.855263 0.304112 0.160698 1.82389 0.337575 0.290724 0.28496 0.221293 0.0855562 0.832143 0.317857 0.182143 1.87535 0.505168 0.481488 0.234417 0.216069 0.0897046 9.2 9.4 1376 255 411 76
9.5 0.889394 0.188731 0.125505 1.81229 0.313886 0.258788 0.440664 0.132582 0.16337 0.814286 0.263095 0.109874 1.78327 0.323386 0.251391 0.284811 0.184375 0.0845213 0.75625 0.33125 0.13125 1.84038 0.417067 0.415863 0.227566 0.175658 0.055911 9.4 9.6 2288 273 573 102
9.7 0.881818 0.162626 0.134318 1.73247 0.380864 0.238155 0.427649 0.097718 0.119299 0.775 0.202273 0.106579 1.70113 0.279637 0.274572 0.256682 0.132779 0.069952 0.775 0.258333 0.171875 1.80697 0.397678 0.471152 0.23586 0.143549 0.0842358 9.6 9.8 3072 200 648 118
9.9 0.882143 0.192857 0.151374 1.831 0.328007 0.289579 0.386748 0.119297 0.160665 0.7375 0.130682 0.071875 1.6063 0.258069 0.225071 0.233539 0.104403 0.0415362 0.7875 0.16875 0.1625 1.68413 0.48642 0.267547 0.233996 0.143253 0.0982564 9.8 10 4479 126 833 141
10.1 0.925 0.308333 0.15 1.94567 0.466824 0.21574 0.319434 0.131171 0.0914258 0.726596 0.0814042 0.0721086 1.57917 0.250559 0.240173 0.230435 0.0600149 0.0409732 0.760714 0.167063 0.122078 1.72835 0.307697 0.291194 0.235578 0.0998286 0.0634608 10 10.2 6095 89 985 188
10.3 1.025 0.2 0.205 2.16995 0.291706 0.387025 0.318755 0.073614 0.0913506 0.711184 0.0634126 0.0615688 1.54358 0.201741 0.188869 0.22412 0.0276205 0.0253835 0.738462 0.147253 0.127747 1.75344 0.344314 0.3948 0.218895 0.050159 0.0512252 10.2 10.4 7837 67 1088 189
10.5 1.05 0.15 0.15 2.37476 0.188543 0.281731 0.262504 0.108331 0.0522462 0.6875 0.0486111 0.0492284 1.46136 0.19392 0.187072 0.215187 0.0201299 0.0152882 0.711111 0.0863889 0.0736111 1.71057 0.356458 0.371756 0.232104 0.058725 0.0539767 10.4 10.6 8875 45 972 179
10.7 1.325 0.55 0.325 2.59375 0.242067 0.3 0.503848 0.144471 0.25487 0.651724 0.045435 0.0288075 1.4719 0.160744 0.215775 0.212016 0.0242916 0.0225731 0.67 0.085 0.0774999 1.74109 0.238941 0.451556 0.189906 0.0349174 0.0412268 10.6 10.8 8436 25 863 175
