#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.119748.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.1 0.03125 0.025 0.166887 0.0303487 0.0343319 0.0456134 0.0220953 0.0191708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.2 7.4 1722 16 0 0
7.5 0.105 0.03875 0.0244444 0.168269 0.0603362 0.0300917 0.0475966 0.0262017 0.0198319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.4 7.6 1437 11 0 0
7.7 0.108333 0.0416667 0.0305556 0.176057 0.0894471 0.0358331 0.0535658 0.0257618 0.0271233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.6 7.8 1081 10 0 0
7.9 0.1 0.03125 0.02 0.168269 0.0786051 0.0336538 0.0549796 0.0255498 0.0258928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.8 8 825 15 0 0
8.1 0.0916667 0.0458333 0.0241667 0.174359 0.103045 0.0579328 0.0475966 0.0262017 0.0264425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 8.2 577 7 0 0
8.3 0.0833333 0.0416667 0.0208333 0.16298 0.0759609 0.0579328 0.0356974 0.0240784 0.0186987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.2 8.4 386 9 0 0
8.5 0.09 0.035 0.02 0.180168 0.0407451 0.0534857 0.0396638 0.0225479 0.0215318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.4 8.6 266 5 0 0
8.7 0.0875 0.0375 0.01875 0.18137 0.0472353 0.0657451 0.0370196 0.028846 0.0171877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.6 8.8 184 9 0 0
8.9 0.0916667 0.0458333 0.025 0.184134 0.0512017 0.0868269 0.0475966 0.0235575 0.0277647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.8 9 103 6 0 0
9.1 0.085 0.04 0.035 0.139303 0.0710336 0.0472353 0.0370196 0.0328123 0.021154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9.2 81 9 0 0
9.3 0.0833333 0.0416667 0.0416667 0.134134 0.0814902 0.0539664 0.0475966 0.0262017 0.0343753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.2 9.4 44 3 0 0
9.5 0.1 0.05 0.0666667 0.142067 0.118269 0.0737983 0.0579328 0.05 0.0473557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.4 9.6 32 3 0 0
9.7 0.1 0.05 0.1 0.139423 0.0526443 0.139423 0.0658655 0.0420672 0.0658655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.6 9.8 21 1 0 0
9.9 0.075 0.075 0.075 0.118269 0.0737983 0.118269 0.0579328 0.05 0.0579328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.8 10 14 1 0 0
10.1 0 0.1 0 0 0.134134 0 0 0.0658655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 10.2 3 0 0 0
10.3 0 0.075 0 0 0.0920672 0 0 0.0579328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.2 10.4 3 0 0 0
10.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.4 10.6 1 0 0 0
10.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 0 0 0 0
10.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
