#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.151810.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -8.36755 0.10075 0.113696 -7.75742 0.0605607 0.0660501 -8.94329 0.182634 2.39474 -8.25 0.25 0.375 -7.58966 0.192067 0.626203 -8.8024 0.276202 2.95 -14 0 0 -14 0 0 -14 0 0 7.2 7.4 240472 1386 4 0
7.5 -8.35691 0.100664 0.098815 -7.75423 0.0679216 0.0605822 -8.93846 0.174065 2.42475 -8.51667 0.391666 0.183333 -7.52933 0.207932 0.534135 -8.8024 0.184134 2.8524 -14 0 0 -14 0 0 -14 0 0 7.4 7.6 178965 1306 10 0
7.7 -8.32561 0.0812912 0.103659 -7.73328 0.0559564 0.0548964 -8.92604 0.182717 2.33145 -8.25 0.225 0.4 -7.45553 0.376202 0.55 -8.79327 0.232933 2.775 -14 0 0 -14 0 0 -14 0 0 7.6 7.8 129412 1317 6 0
7.9 -8.32772 0.0935335 0.105617 -7.75758 0.0539932 0.0546484 -8.93182 0.190099 2.28033 -8.175 0.2 0.483333 -7.5238 0.442067 0.55 -8.79447 0.301202 2.95793 -14 0 0 -14 0 0 -14 0 0 7.8 8 91748 1168 5 0
8.1 -8.30714 0.088665 0.102302 -7.74279 0.0498395 0.0530372 -8.88974 0.162837 0.769326 -8.675 0.475 0.2 -7.96587 0.884134 0.757933 -9.04447 0.318269 2.66587 -14 0 0 -14 0 0 -14 0 0 8 8.2 63864 973 3 0
8.3 -8.29583 0.0717955 0.0916662 -7.74285 0.0591297 0.0497828 -8.88693 0.153931 0.601433 -8.4 1.3 0.525001 -7.3238 0.257933 1.48413 -8.91827 0.726202 2.76587 -14 0 0 -14 0 0 -14 0 0 8.2 8.4 43804 850 3 0
8.5 -8.32019 0.0775452 0.0910578 -7.76931 0.0529604 0.0536861 -8.86923 0.139244 0.570157 -7.3 0.15 0.425 -7.08173 0.0118995 0.192067 -8.36827 0.542068 0.211899 -14 0 0 -14 0 0 -14 0 0 8.4 8.6 30097 672 4 0
8.7 -8.30313 0.0682774 0.0873508 -7.77872 0.0532565 0.0586066 -8.85911 0.140826 1.72547 -7.675 0.375 0.45 -7.56587 0.492067 0.492067 -8.31827 0.626202 0.607933 -14 0 0 -14 0 0 -14 0 0 8.6 8.8 20233 563 1 0
8.9 -8.28571 0.0616074 0.0760508 -7.79108 0.0534177 0.0587044 -8.84401 0.137124 0.40708 -8.5 0.75 0.525 -8.28173 0.749999 0.626202 -9.03413 0.396033 2.65 -14 0 0 -14 0 0 -14 0 0 8.8 9 13634 469 2 0
9.1 -8.22639 0.0576391 0.0716877 -7.75804 0.0393405 0.0620975 -8.79887 0.141486 0.303922 -8.6 0.25 3.075 -8.4619 0.2881 3.19603 -9.2762 0.592067 2.86587 -14 0 0 -14 0 0 -14 0 0 9 9.2 8978 360 3 0
