#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.268248.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.612214 0.0496501 0.0591429 1.12597 0.10964 0.133774 0.22 0.0188641 0.0215635 0.616509 0.0543791 0.0677446 1.13982 0.141654 0.135765 0.222529 0.0236917 0.027603 2.16272 0 0 2.16272 0 0 2.16272 0 0 7.2 7.4 572292 27487 4002 0
7.5 0.681151 0.0433647 0.0489441 1.25939 0.0621989 0.104581 0.248718 0.0192873 0.0204798 0.691174 0.0482722 0.0577444 1.31608 0.0888548 0.143981 0.254236 0.0170413 0.019859 2.16272 0 0 2.16272 0 0 2.16272 0 0 7.4 7.6 456566 27137 4022 0
7.7 0.722254 0.0266203 0.04309 1.31082 0.0328296 0.0590776 0.266994 0.010253 0.0156299 0.746292 0.0388694 0.0419026 1.41273 0.0637496 0.0743842 0.27827 0.0150294 0.0183682 2.16272 0 0 2.16272 0 0 2.16272 0 0 7.6 7.8 353479 24936 3721 0
7.9 0.721437 0.0249031 0.0366744 1.30277 0.0315139 0.0526062 0.26937 0.0111649 0.0151643 0.779368 0.0328733 0.041908 1.46578 0.0336328 0.0710657 0.28175 0.0130132 0.0183367 2.16272 0 0 2.16272 0 0 2.16272 0 0 7.8 8 268118 22003 3113 0
8.1 0.704895 0.0206928 0.0342368 1.27409 0.0327083 0.0519282 0.262087 0.00975043 0.0142651 0.791507 0.0298835 0.0375666 1.45356 0.0306357 0.0537359 0.283453 0.0147477 0.0207524 2.16272 0 0 2.16272 0 0 2.16272 0 0 8 8.2 201503 18293 2769 0
8.3 0.678741 0.02018 0.0331304 1.23011 0.0307149 0.0436462 0.240445 0.0100939 0.011948 0.779919 0.0269017 0.0385864 1.45137 0.0309671 0.0510643 0.286865 0.0162833 0.0234704 2.16272 0 0 2.16272 0 0 2.16272 0 0 8.2 8.4 152302 15582 2289 0
8.5 0.644735 0.0238055 0.029797 1.18954 0.0283029 0.0437661 0.225761 0.00799111 0.0103177 0.768902 0.0358514 0.036508 1.45979 0.0291783 0.0388511 0.293246 0.0157945 0.0136638 2.16272 0 0 2.16272 0 0 2.16272 0 0 8.4 8.6 114186 12531 1959 0
8.7 0.610297 0.0182118 0.0311493 1.15175 0.0264114 0.0509113 0.210875 0.00701183 0.0104503 0.783026 0.0283809 0.0378131 1.42996 0.0306143 0.039302 0.304208 0.0148768 0.0210286 2.16272 0 0 2.16272 0 0 2.16272 0 0 8.6 8.8 85723 10097 1614 0
8.9 0.590796 0.0174932 0.0329813 1.11069 0.0291106 0.045527 0.197171 0.00823389 0.0106617 0.776313 0.0183644 0.0407047 1.41488 0.0296677 0.0373081 0.29698 0.0117518 0.0148631 2.16272 0 0 2.16272 0 0 2.16272 0 0 8.8 9 64077 7720 1345 0
9.1 0.555241 0.0286777 0.0322933 1.07345 0.0307655 0.0413717 0.182351 0.012248 0.0103183 0.764581 0.0329695 0.0320271 1.39755 0.0269535 0.0397478 0.276545 0.0149572 0.0178831 2.16272 0 0 2.16272 0 0 2.16272 0 0 9 9.2 47259 5210 1229 0
