#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.918779.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.35524 1.12909 0.924716 5.87998 0.607601 0.532621 1.44331 0.511991 0.566174 4.02038 1.15944 1.37177 6.31719 0.609174 0.560479 1.66305 0.974432 0.718783 3.99167 1.18653 1.24417 6.28515 0.65533 0.529895 1.64439 0.987787 0.719066 7.2 7.4 86590 7421 8399 7054
7.5 3.51884 0.929289 0.944477 6.07245 0.53801 0.477259 1.47615 0.47321 0.506962 4.28026 1.046 1.39056 6.52437 0.580576 0.518131 1.70526 1.01018 0.731233 4.29353 1.02109 1.34023 6.54641 0.552491 0.537661 1.74333 0.994939 0.775598 7.4 7.6 77144 7003 8149 6721
7.7 3.5774 0.80917 0.916293 6.12309 0.418575 0.475104 1.47906 0.417025 0.500429 4.4128 0.906106 1.34852 6.66492 0.504818 0.523583 1.75173 0.9086 0.767429 4.44201 0.941138 1.35511 6.74015 0.471544 0.590357 1.79923 0.941984 0.842023 7.6 7.8 68047 6643 7776 6242
7.9 3.56724 0.616455 0.833352 6.00163 0.37532 0.401848 1.47769 0.356818 0.427394 4.50122 0.726746 1.22443 6.75159 0.412064 0.496707 1.81505 0.796775 0.759079 4.60793 0.782814 1.3048 6.87262 0.401768 0.552394 1.90717 0.861759 0.8692 7.8 8 58891 5865 7066 5666
8.1 3.5109 0.53129 0.709971 5.97512 0.353039 0.412165 1.47452 0.287943 0.425815 4.49766 0.59163 1.13055 6.75075 0.379956 0.488522 1.86249 0.651033 0.789974 4.62227 0.630591 1.23768 6.90113 0.356869 0.540133 1.94124 0.728294 0.932978 8 8.2 52227 5662 6616 5177
8.3 3.46735 0.440608 0.701097 6.09204 0.484034 0.492836 1.47316 0.221507 0.422388 4.55 0.485317 1.16957 6.89654 0.416289 0.539735 1.84689 0.578315 0.794327 4.7072 0.51699 1.17387 6.98132 0.358246 0.526887 1.95808 0.696501 0.927594 8.2 8.4 48393 5624 6127 4879
8.5 3.48265 0.382972 0.655868 6.40728 0.389886 0.621206 1.44162 0.156215 0.42033 4.55887 0.395616 1.03457 7.06213 0.375256 0.562255 1.86596 0.45111 0.784952 4.71453 0.401536 1.2462 7.06283 0.308076 0.575708 2.04901 0.52038 0.989553 8.4 8.6 43962 5372 5932 4731
8.7 3.33603 0.342001 0.634107 6.25929 0.457902 0.579352 1.38563 0.127298 0.35625 4.43688 0.351145 0.998304 7.05015 0.313427 0.51321 1.77529 0.291156 0.70945 4.64792 0.335083 1.14948 7.03115 0.287528 0.461023 1.98777 0.306248 0.936069 8.6 8.8 38161 4960 5149 4075
8.9 3.10816 0.292798 0.454715 5.98841 0.334644 0.520155 1.31008 0.126452 0.314714 4.25449 0.28718 0.901226 6.82967 0.318458 0.500134 1.67148 0.184993 0.595776 4.5447 0.348637 1.08417 7.00383 0.256774 0.482762 1.8711 0.305217 0.836323 8.8 9 33481 4513 4577 3556
9.1 2.78 0.316875 0.386707 5.78031 0.289861 0.476903 1.1819 0.122227 0.236749 4.0375 0.275658 0.705833 6.65812 0.27054 0.461001 1.58461 0.13186 0.520236 4.31686 0.329293 0.961091 6.79923 0.28901 0.481046 1.71584 0.259879 0.71242 9 9.2 29385 3979 3896 3233
9.3 2.58864 0.298864 0.311255 5.50804 0.31328 0.403418 1.10308 0.124626 0.191495 3.69706 0.303834 0.680713 6.43571 0.306383 0.440282 1.4351 0.161028 0.4161 4.04833 0.262957 0.77447 6.59073 0.249903 0.361755 1.58199 0.213893 0.589219 9.2 9.4 26472 3340 3495 2829
9.5 2.41875 0.251902 0.273558 5.1528 0.331878 0.312026 1.02143 0.125674 0.184274 3.29659 0.319318 0.46865 6.15596 0.263187 0.432201 1.31281 0.135071 0.332504 3.79815 0.340088 0.598148 6.4557 0.299901 0.335482 1.44525 0.218666 0.418054 9.4 9.6 24441 2687 3071 2668
9.7 2.29432 0.228759 0.25616 4.93457 0.278387 0.338495 0.838328 0.147813 0.119124 2.92353 0.284163 0.337815 5.81535 0.329696 0.394742 1.16024 0.0978734 0.218692 3.50132 0.327094 0.474142 6.31593 0.301987 0.386919 1.21544 0.216057 0.307998 9.6 9.8 22574 1972 2797 2397
9.9 2.25556 0.231111 0.252614 4.93239 0.26409 0.334712 0.806645 0.135826 0.159421 2.53333 0.264167 0.284375 5.40249 0.379541 0.347518 0.974381 0.126232 0.157011 3.06 0.356667 0.39 5.86644 0.301826 0.351366 1.03637 0.167568 0.232228 9.8 10 21027 1381 2478 2178
10.1 2.45769 0.270433 0.322692 4.82725 0.43914 0.293724 0.871594 0.162319 0.159891 2.10673 0.210916 0.174092 4.99287 0.299683 0.39806 0.722106 0.121207 0.139807 2.69706 0.421419 0.385948 5.55395 0.410767 0.430046 0.901867 0.118403 0.193534 10 10.2 20633 836 2230 1919
10.3 2.55 0.3 0.433333 4.99722 0.297365 0.30432 0.980854 0.122036 0.196705 1.735 0.153889 0.0961111 4.3827 0.325045 0.261096 0.519296 0.0797111 0.0457678 2.20526 0.282237 0.252882 5.13766 0.331311 0.420023 0.680309 0.139545 0.107428 10.2 10.4 20035 362 2016 1648
10.5 2.4125 0.470834 0.3875 4.77283 0.283176 0.368269 0.919113 0.157973 0.23882 1.52826 0.129498 0.0810387 3.8755 0.369361 0.338382 0.435757 0.0403086 0.050641 1.86923 0.230769 0.194231 4.57526 0.395395 0.458551 0.530825 0.071081 0.070748 10.4 10.6 19108 164 1667 1438
10.7 1.925 0.575 0.425 4.96923 0.746874 0.822117 0.851765 0.135978 0.203445 1.40217 0.0555185 0.0995142 3.33224 0.418425 0.439327 0.375074 0.0587322 0.043239 1.58235 0.253897 0.17257 4.01564 0.458129 0.519114 0.457143 0.0783329 0.0773825 10.6 10.8 16603 72 1279 1053
10.9 1.925 0.525 0.35 3.83582 1.1 0.573798 0.976924 0.113101 0.5 1.27 0.0679033 0.0809375 2.79335 0.39159 0.332168 0.337504 0.0360247 0.0899343 1.42632 0.0986842 0.181003 3.50115 0.408768 0.486823 0.375769 0.0672337 0.0670561 10.8 11 12873 32 723 619
11.1 2.05 0.8 0.9 4.07067 1.23173 1.24207 0.379328 0.710336 0.184134 1.17857 0.146429 0.128572 2.55671 0.427359 0.372221 0.241432 0.0825643 0.028565 1.20833 0.216667 0.166667 3.07715 0.533405 0.612858 0.301949 0.110957 0.098256 11 11.2 8393 10 321 317
