#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.751717.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.94348 1.13452 1.11653 4.7478 0.712514 0.847055 1.41439 0.788313 0.726949 3.49349 1.16665 1.55153 5.12061 0.738206 0.894444 1.65571 1.30711 0.911077 3.52191 1.15472 1.51309 5.09296 0.782306 0.872252 1.68545 1.29466 0.93586 7.2 7.4 27866 3642 4127 3102
7.5 3.01977 1.01115 1.14345 4.82106 0.608208 0.774096 1.41716 0.710081 0.711875 3.66604 1.04605 1.63536 5.26227 0.634117 0.88396 1.71737 1.27773 0.924333 3.6928 1.0792 1.61744 5.27325 0.715613 0.878415 1.75895 1.23581 1.0213 7.4 7.6 23714 3300 3679 2560
7.7 3.1025 0.752143 1.21357 4.87171 0.587485 0.765311 1.42403 0.520762 0.703105 3.79796 0.870419 1.72084 5.32444 0.563565 0.856032 1.74906 1.16038 0.953223 3.86415 0.960191 1.75665 5.43904 0.610464 0.930799 1.81864 1.15315 1.04386 7.6 7.8 21125 3041 3337 2314
7.9 3.1087 0.622555 1.18962 4.92175 0.570296 0.872401 1.36565 0.440499 0.653376 3.862 0.786958 1.69382 5.42839 0.549676 0.839323 1.82713 0.951096 1.03297 4.00132 0.78797 1.76901 5.5752 0.587231 0.903696 1.9348 0.992161 1.18774 7.8 8 19889 3029 3206 2123
8.1 3.1205 0.58591 1.16248 5.18479 0.684846 0.990917 1.38004 0.37223 0.658007 3.916 0.640452 1.78058 5.62378 0.512269 0.957822 1.8349 0.860181 1.10494 4.0277 0.625204 1.80104 5.66687 0.446323 0.984501 1.9535 0.861573 1.19683 8 8.2 19347 3145 3067 2049
8.3 3.21282 0.428045 1.24918 5.4189 0.496753 1.04193 1.35589 0.309999 0.646242 3.94539 0.47016 1.73878 5.78335 0.368909 1.02902 1.72517 0.6958 0.992362 4.08824 0.498529 1.87324 5.76753 0.365265 0.958326 1.91806 0.692962 1.19031 8.2 8.4 18218 3104 2858 1980
8.5 3.16395 0.329103 1.16639 5.324 0.4706 1.00366 1.31551 0.227808 0.560297 3.8795 0.389618 1.6255 5.75078 0.33258 0.917364 1.69327 0.519213 0.930627 4.046 0.446391 1.77725 5.80689 0.309955 0.955907 1.80839 0.508211 1.09433 8.4 8.6 16846 2872 2830 1853
8.7 2.98115 0.308138 0.930222 5.17551 0.3658 0.898492 1.28056 0.164429 0.483498 3.77838 0.332491 1.46073 5.61517 0.299133 0.873804 1.58878 0.371322 0.830879 3.98333 0.369792 1.71856 5.73766 0.319357 0.908888 1.71403 0.432265 0.968412 8.6 8.8 15706 2814 2635 1741
8.9 2.70547 0.333662 0.746469 5.02832 0.338211 0.794545 1.19967 0.136952 0.388658 3.62823 0.259019 1.28086 5.51826 0.281901 0.770283 1.48949 0.317831 0.741164 3.87016 0.312531 1.44349 5.72791 0.234012 0.830668 1.67991 0.381439 0.887792 8.8 9 14559 2641 2418 1660
9.1 2.525 0.280469 0.603125 4.82518 0.350943 0.682118 1.14052 0.0876402 0.345597 3.40481 0.297166 1.16684 5.43548 0.26545 0.748648 1.3945 0.24308 0.586833 3.65543 0.359843 1.2939 5.58888 0.218801 0.6991 1.50057 0.379846 0.725013 9 9.2 14120 2385 2290 1634
