#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.597310.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.28099 0.871287 0.990441 3.59735 0.624518 0.970533 1.08681 0.678157 0.654018 2.71635 0.933654 1.37118 3.87544 0.552861 0.979568 1.22505 1.00621 0.741472 2.75132 0.802851 1.37898 3.82396 0.574116 0.911092 1.30914 0.939081 0.853131 7.2 7.4 4680 772 833 381
7.5 2.35625 0.760417 1.12138 3.62308 0.607481 0.933653 1.04595 0.663064 0.661726 2.91054 0.804843 1.57586 4.00796 0.509097 1.08013 1.24878 1.04847 0.798168 2.77256 0.799661 1.42473 4.01302 0.462528 1.04327 1.11898 1.09488 0.726857 7.4 7.6 3832 697 719 301
7.7 2.26731 0.745192 1.06731 3.74038 0.563573 1.01774 0.899417 0.806653 0.567827 2.91636 0.671136 1.61799 4.1027 0.423176 1.13142 1.02603 1.22616 0.658888 2.96625 0.711528 1.63008 4.11295 0.373085 1.07963 1.02263 1.31945 0.605851 7.6 7.8 3257 633 651 269
7.9 2.24167 0.695513 1.0673 3.76831 0.624306 0.990681 0.823221 0.806113 0.524132 2.79524 0.704762 1.55255 4.14012 0.391041 1.14362 0.873975 1.35452 0.553131 2.85278 0.756597 1.59236 4.14847 0.383196 1.07817 0.889893 1.36059 0.539033 7.8 8 2864 560 585 271
8.1 2.18333 0.638889 0.992983 3.77049 0.644741 0.999612 0.782096 0.685738 0.463503 2.656 0.803091 1.41267 4.13618 0.42503 1.08815 0.812837 1.24535 0.518738 2.8575 0.709167 1.54468 4.15257 0.42122 1.07896 0.868247 1.25291 0.554816 8 8.2 2424 551 498 229
8.3 2.1434 0.545793 0.92442 3.6092 0.715738 0.830663 0.800792 0.546326 0.46917 2.70417 0.6875 1.40282 4.1544 0.393246 1.02205 0.807072 1.0782 0.486065 2.8625 0.6875 1.58125 4.2455 0.402804 1.16784 0.815923 1.23476 0.468793 8.2 8.4 2197 521 470 221
8.5 2.11364 0.42152 0.883807 3.72783 0.484013 0.964254 0.844792 0.390456 0.47106 2.63333 0.65 1.3595 4.06419 0.467197 0.990685 0.79466 0.943403 0.471596 2.85192 0.573077 1.57351 4.19638 0.387018 1.17436 0.869847 0.945692 0.512453 8.4 8.6 2051 500 462 178
8.7 2.08261 0.373641 0.853576 3.62346 0.508637 0.861983 0.880861 0.299877 0.442184 2.5 0.582143 1.20703 3.93224 0.399163 0.89616 0.796752 0.774867 0.459884 2.65833 0.609167 1.34233 4.11418 0.372464 1.07303 0.815556 0.783539 0.466775 8.6 8.8 2179 558 454 176
8.9 1.91429 0.366597 0.685777 3.47625 0.396966 0.803148 0.817233 0.251607 0.356684 2.38672 0.493281 1.08944 3.85396 0.340616 0.911108 0.770071 0.57514 0.387141 2.535 0.54 1.2475 4.05539 0.311835 0.960927 0.744685 0.633376 0.403816 8.8 9 2517 535 556 278
9.1 1.83295 0.354545 0.61487 3.35604 0.404551 0.620232 0.811807 0.1829 0.348534 2.17083 0.524621 0.912798 3.75251 0.408635 0.844048 0.810034 0.367634 0.407775 2.23333 0.656667 1.01806 3.90263 0.360818 0.904761 0.704492 0.499139 0.371122 9 9.2 2952 576 586 276
