#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.222685.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -8.77483 0.0804014 0.0785637 -8.17766 0.0688391 0.0692797 -9.22203 0.122402 0.262844 -8.80943 0.0865173 0.0952177 -8.19437 0.0744476 0.109631 -9.24488 0.134606 0.370398 -14 0 0 -14 0 0 -14 0 0 7.2 7.4 490008 17184 1134 0
7.5 -8.73945 0.0746002 0.0737352 -8.13916 0.0531139 0.0558929 -9.1874 0.118695 0.239084 -8.77452 0.0841684 0.0865917 -8.1277 0.0763006 0.0694065 -9.21291 0.123801 0.62283 -14 0 0 -14 0 0 -14 0 0 7.4 7.6 380259 16912 1128 0
7.7 -8.71799 0.0630217 0.0769234 -8.12708 0.0469427 0.057004 -9.15665 0.105879 0.291967 -8.73729 0.0733175 0.0857382 -8.08393 0.070158 0.0832357 -9.18703 0.127294 0.527453 -14 0 0 -14 0 0 -14 0 0 7.6 7.8 287092 15189 1067 0
7.9 -8.70609 0.0611935 0.0701647 -8.1262 0.0475149 0.0507164 -9.14065 0.104675 0.259839 -8.71591 0.0664301 0.0865908 -8.07853 0.0479803 0.059474 -9.17646 0.129213 0.421708 -14 0 0 -14 0 0 -14 0 0 7.8 8 214328 13162 926 0
8.1 -8.70383 0.0609732 0.0732412 -8.13586 0.0428391 0.0609407 -9.14156 0.0983458 0.250793 -8.725 0.0797625 0.0913792 -8.06892 0.0567207 0.0602541 -9.18447 0.135238 1.91383 -14 0 0 -14 0 0 -14 0 0 8 8.2 157287 10876 776 0
8.3 -8.70213 0.0566959 0.0642281 -8.16083 0.0431814 0.0466909 -9.1432 0.105672 0.21582 -8.71957 0.0649357 0.0891304 -8.05507 0.0501642 0.0660191 -9.20264 0.130939 2.18915 -14 0 0 -14 0 0 -14 0 0 8.2 8.4 115532 9157 630 0
8.5 -8.68158 0.0509701 0.0565596 -8.15991 0.0345001 0.0445709 -9.1264 0.0995884 0.159894 -8.66719 0.0721874 0.0748119 -8.02904 0.0635362 0.0622768 -9.18821 0.130466 2.05311 -14 0 0 -14 0 0 -14 0 0 8.4 8.6 84426 7581 545 0
8.7 -8.66488 0.0442648 0.058217 -8.1487 0.035615 0.0432863 -9.10854 0.0883636 0.149767 -8.64643 0.076786 0.0723209 -8.01654 0.0558028 0.0657511 -9.18148 0.148793 2.20064 -14 0 0 -14 0 0 -14 0 0 8.6 8.8 61525 5921 462 0
8.9 -8.65181 0.0424395 0.0481853 -8.1433 0.0331564 0.0412598 -9.10162 0.0905342 0.127405 -8.6625 0.0625 0.0930557 -8.0717 0.075841 0.0597944 -9.23009 0.165123 2.30763 -14 0 0 -14 0 0 -14 0 0 8.8 9 44929 4557 375 0
9.1 -8.64492 0.0404348 0.0442572 -8.14359 0.0303249 0.046339 -9.09184 0.079318 0.11577 -8.64792 0.0570078 0.0666666 -8.07263 0.0419874 0.0543242 -9.18905 0.150352 2.22172 -14 0 0 -14 0 0 -14 0 0 9 9.2 31803 3336 319 0
9.3 -8.62255 0.0444727 0.043622 -8.1206 0.0344543 0.0397167 -9.0818 0.0760651 0.110009 -8.65385 0.0467024 0.077404 -8.09204 0.046608 0.0597458 -9.17011 0.145917 2.23396 -14 0 0 -14 0 0 -14 0 0 9.2 9.4 22743 2152 257 0
9.5 -8.59891 0.0359964 0.0383596 -8.06123 0.0309582 0.0553112 -9.05771 0.0804834 0.106388 -8.62778 0.0694447 0.0722218 -8.1178 0.0414114 0.0436859 -9.1864 0.170428 2.31599 -14 0 0 -14 0 0 -14 0 0 9.4 9.6 16102 1319 219 0
9.7 -8.55417 0.0400362 0.0517159 -8.03883 0.0370674 0.0502214 -9.02084 0.0633364 0.0857763 -8.6 0.0750008 0.116667 -8.01399 0.0636692 0.071044 -9.28966 0.234131 2.30709 -14 0 0 -14 0 0 -14 0 0 9.6 9.8 11166 696 172 0
9.9 -8.48889 0.0576391 0.0661116 -8.00063 0.0515709 0.0565376 -8.97572 0.0758066 0.100901 -8.6 0.0799999 0.0849991 -8.01443 0.0572109 0.0527639 -9.21814 0.22079 2.42224 -14 0 0 -14 0 0 -14 0 0 9.8 10 7818 378 139 0
10.1 -8.43571 0.0582142 0.0592852 -7.99712 0.0397224 0.0424681 -8.94928 0.0749283 0.0766821 -8.55 0.0625 0.0749998 -8.05101 0.0690303 0.0536537 -9.14086 0.187983 2.28413 -14 0 0 -14 0 0 -14 0 0 10 10.2 5370 149 139 0
10.3 -8.3625 0.0749998 0.0708332 -7.98013 0.067625 0.045073 -8.94711 0.114259 0.0835371 -8.52143 0.060318 0.0535707 -8.10145 0.0581751 0.0407839 -9.09783 0.175299 2.23053 -14 0 0 -14 0 0 -14 0 0 10.2 10.4 3708 47 122 0
10.5 -8.275 0.041666 0.0750008 -8.00385 0.0920668 0.0861769 -8.75084 0.159495 0.216146 -8.54643 0.0714283 0.103571 -8.07914 0.0863461 0.0832052 -9.14158 0.196101 2.35313 -14 0 0 -14 0 0 -14 0 0 10.4 10.6 2452 35 81 0
10.7 -8.23333 0.0583334 0.0916662 -7.97692 0.065865 0.133774 -8.66034 0.147597 0.176202 -8.6 0.0625 0.0749998 -8.11971 0.0722351 0.0537653 -9.10577 0.167605 2.48918 -14 0 0 -14 0 0 -14 0 0 10.6 10.8 1551 13 60 0
10.9 -8.375 0.2 0.25 -8.1214 0.231731 0.39447 -8.86034 0.434134 2.44207 -8.6625 0.0775003 0.112499 -8.11731 0.107453 0.0786047 -11.4346 2.33606 0.46863 -14 0 0 -14 0 0 -14 0 0 10.8 11 924 5 40 0
11.1 -14 0 0 -14 0 0 -14 0 0 -8.6 0.1 0.125 -8.11659 0.0820923 0.0975971 -9.13341 0.218269 2.33726 -14 0 0 -14 0 0 -14 0 0 11 11.2 488 0 23 0
11.3 -14 0 0 -14 0 0 -14 0 0 -8.425 0.175 0.2 -8.09519 0.155529 0.1 -8.95481 0.168269 0.130129 -14 0 0 -14 0 0 -14 0 0 11.2 11.4 193 0 7 0
11.5 -14 0 0 -14 0 0 -14 0 0 -8.875 0.8 5.125 -8.85793 0.8 5.14207 -9.0262 0.434134 4.9738 -14 0 0 -14 0 0 -14 0 0 11.4 11.6 58 0 0 0
11.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.6 11.8 14 0 0 0
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.8 12 4 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 2 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 0 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 0 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
