#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.323935.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.511985 0.167668 0.128109 0.933568 0.206381 0.186789 0.146992 0.138477 0.0370472 0.528188 0.182075 0.162563 0.961475 0.24295 0.21334 0.153673 0.167731 0.036659 0.53 0.1825 0.455 0.894471 0.338941 0.802403 0.133574 0.240224 0.0939103 7.2 7.4 113 671 224 3
7.5 0.497051 0.162949 0.113919 0.968269 0.21995 0.224784 0.149162 0.115745 0.034033 0.513012 0.211988 0.123726 0.995513 0.233364 0.218009 0.15806 0.155402 0.0453987 0.375 0.225 0.375 0.792303 0.362504 0.792303 0.0963949 0.143751 0.0963949 7.4 7.6 173 854 248 4
7.7 0.496875 0.140625 0.10252 0.968197 0.208839 0.221941 0.149734 0.116854 0.0305316 0.505882 0.194118 0.102473 1.01857 0.216034 0.201748 0.153656 0.154225 0.0382683 0.475 0.2 0.2625 0.934134 0.272714 0.413462 0.125361 0.151563 0.051563 7.6 7.8 243 930 308 10
7.9 0.499419 0.13382 0.0859571 0.983319 0.181766 0.171684 0.154288 0.107281 0.0284312 0.508333 0.179167 0.12381 1.01387 0.25945 0.199328 0.146153 0.119854 0.0308812 0.508333 0.366667 0.166667 0.990504 0.419832 0.372235 0.164745 0.19944 0.0592156 7.8 8 388 883 315 4
8.1 0.507692 0.118467 0.0747841 0.994543 0.160708 0.161373 0.159548 0.11846 0.0323143 0.503333 0.136667 0.0889923 1.01857 0.177759 0.172052 0.150819 0.102038 0.0326172 0.5 0.225 0.225 0.912378 0.513823 0.486177 0.134857 0.16274 0.0472604 8 8.2 469 966 347 1
8.3 0.506818 0.111156 0.063986 0.980262 0.150068 0.141861 0.180028 0.10534 0.046558 0.498889 0.151111 0.0827599 1.03215 0.215647 0.160205 0.140446 0.109672 0.0251922 0.525 0.15 0.2 0.963845 0.269567 0.387644 0.138462 0.151202 0.0424521 8.2 8.4 659 927 393 8
8.5 0.508943 0.101994 0.0585099 0.989756 0.152589 0.129799 0.187874 0.113148 0.0497503 0.502381 0.128869 0.0746032 1.03731 0.16622 0.166743 0.140866 0.115047 0.0265866 0.541667 0.158333 0.191667 1.07187 0.219471 0.351202 0.152765 0.176563 0.0441905 8.4 8.6 888 929 410 15
8.7 0.495156 0.0837658 0.0436406 0.973434 0.119957 0.125031 0.192506 0.109769 0.0565715 0.500962 0.130288 0.08147 1.01573 0.159807 0.142128 0.145331 0.113642 0.0295374 0.575 0.15 0.141667 1.04687 0.168269 0.270672 0.167428 0.214303 0.0682454 8.6 8.8 1151 903 418 10
8.9 0.498675 0.0625921 0.0395846 0.965705 0.107345 0.11702 0.212774 0.0905631 0.0685415 0.480392 0.1023 0.0810171 0.982316 0.198088 0.149364 0.143219 0.0713935 0.0305424 0.55 0.2 0.1375 0.949278 0.368991 0.286538 0.195193 0.236538 0.0884621 8.8 9 1446 767 455 7
9.1 0.5145 0.0846667 0.0518685 0.981795 0.113659 0.124403 0.239445 0.0682946 0.0925837 0.491071 0.0776786 0.0778361 0.99594 0.118342 0.164936 0.140969 0.0776283 0.0265742 0.575 0.25 0.15 0.944471 0.395753 0.260336 0.171395 0.184134 0.0527647 9 9.2 1727 583 440 6
