#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.926373.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.36108 1.11953 0.923163 5.93503 0.581187 0.521378 1.42275 0.526661 0.532353 4.04058 1.17849 1.33356 6.37631 0.576739 0.591846 1.66138 0.932527 0.718068 4.00331 1.18979 1.23071 6.3468 0.614089 0.577391 1.64274 0.93793 0.674832 7.2 7.4 89937 7465 8509 7298
7.5 3.55417 0.952909 0.94057 6.10911 0.520159 0.488264 1.4749 0.468342 0.498102 4.31361 1.01441 1.38669 6.59894 0.554448 0.520913 1.72397 0.943784 0.729026 4.34016 1.0035 1.33132 6.58835 0.560227 0.534058 1.73755 0.986457 0.773835 7.4 7.6 80406 7340 8421 7042
7.7 3.59402 0.82342 0.863022 6.1428 0.469667 0.401969 1.47864 0.411754 0.481803 4.47232 0.877678 1.30516 6.72095 0.487793 0.518883 1.77442 0.895385 0.735851 4.46779 0.94285 1.28179 6.77814 0.491901 0.523089 1.79863 0.906565 0.819821 7.6 7.8 70220 6589 7865 6373
7.9 3.58024 0.596544 0.793992 6.06224 0.367774 0.435608 1.4835 0.334415 0.421309 4.48558 0.734845 1.15179 6.77223 0.447984 0.465336 1.79456 0.803165 0.730399 4.61812 0.748542 1.25961 6.90019 0.398447 0.573832 1.8803 0.858081 0.862257 7.8 8 61070 6305 7242 5852
8.1 3.50789 0.518355 0.691719 6.00248 0.397331 0.393667 1.47524 0.286249 0.412081 4.51759 0.608132 1.1257 6.8104 0.366459 0.472284 1.85411 0.663368 0.773767 4.67267 0.633278 1.20112 6.96406 0.326992 0.506781 1.91189 0.740093 0.89353 8 8.2 54171 5741 6608 5396
8.3 3.47705 0.426142 0.660383 6.12536 0.485344 0.506093 1.45876 0.230243 0.400784 4.57217 0.517253 1.10066 6.93677 0.404294 0.496351 1.87747 0.557802 0.80786 4.72782 0.507446 1.17298 7.01208 0.360366 0.520078 1.98264 0.670629 0.934661 8.2 8.4 49827 5576 6338 5123
8.5 3.47791 0.424532 0.620094 6.3937 0.47777 0.5811 1.43349 0.16354 0.414847 4.59693 0.382039 1.01256 7.09697 0.388983 0.553767 1.87518 0.483912 0.782246 4.73233 0.409935 1.22399 7.10246 0.331221 0.536964 2.01615 0.478989 0.952718 8.4 8.6 45111 5435 5975 4819
8.7 3.37632 0.345008 0.585186 6.33462 0.425201 0.597025 1.40397 0.128314 0.376716 4.47108 0.331486 0.99846 7.05798 0.361711 0.505142 1.76511 0.268749 0.701354 4.66176 0.367402 1.09334 7.10111 0.25113 0.449452 1.99443 0.410802 0.921745 8.6 8.8 39348 5103 5232 4209
8.9 3.11319 0.326461 0.40716 6.02744 0.39502 0.443021 1.31054 0.123982 0.308585 4.28537 0.2501 0.897866 6.90066 0.313624 0.528057 1.6766 0.189129 0.597807 4.52024 0.321108 1.1005 6.99063 0.286657 0.465565 1.84621 0.289121 0.81071 8.8 9 34318 4482 4590 3718
9.1 2.77714 0.340425 0.394851 5.76846 0.331957 0.493923 1.19181 0.121436 0.235226 4.11293 0.290915 0.729977 6.7108 0.271285 0.452404 1.60129 0.142857 0.509606 4.34196 0.334123 0.932181 6.90317 0.280452 0.497352 1.74023 0.26319 0.746803 9 9.2 30266 4073 3959 3380
9.3 2.62283 0.300983 0.317563 5.52903 0.299737 0.403704 1.09461 0.134196 0.173991 3.7 0.320714 0.628572 6.49307 0.280136 0.414145 1.43086 0.159543 0.398454 4.08857 0.292198 0.771072 6.66369 0.229567 0.400322 1.59977 0.217869 0.541389 9.2 9.4 27076 3320 3544 2906
