#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.404935.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.724352 0.275648 0.371018 1.32451 0.421077 0.59446 0.215737 0.205834 0.113572 0.78775 0.499182 0.37525 1.45171 0.612282 0.522903 0.232092 0.276061 0.131009 0.720833 0.357292 0.508333 1.31632 0.526988 0.840117 0.209938 0.270013 0.140106 7.2 7.4 15 161 73 9
7.5 0.69545 0.318886 0.32686 1.36345 0.53599 0.632459 0.204213 0.248913 0.101568 0.74067 0.332211 0.36567 1.44697 0.495096 0.611077 0.217434 0.291222 0.0982619 0.7 0.308333 0.5 1.33822 0.494353 0.927081 0.173798 0.211059 0.110336 7.4 7.6 19 296 144 10
7.7 0.67836 0.268408 0.33636 1.40366 0.487652 0.644152 0.197919 0.236551 0.0976057 0.699272 0.357228 0.354034 1.49365 0.531829 0.738042 0.196602 0.258927 0.0863853 0.65 0.336364 0.358333 1.42129 0.441828 0.865925 0.200241 0.157692 0.123678 7.6 7.8 10 358 192 13
7.9 0.677141 0.275156 0.306308 1.44452 0.371536 0.637307 0.201998 0.175237 0.0889741 0.68046 0.331762 0.333046 1.515 0.484275 0.737727 0.194009 0.245956 0.0954904 0.665 0.355 0.315 1.45777 0.477561 0.716423 0.201185 0.17021 0.100463 7.8 8 27 351 208 28
8.1 0.690076 0.214924 0.282233 1.43241 0.331044 0.555379 0.21485 0.206192 0.0892554 0.687992 0.292008 0.291564 1.5016 0.398235 0.590628 0.201355 0.197849 0.0845307 0.689062 0.485937 0.314062 1.47686 0.517251 0.663558 0.215697 0.223967 0.102655 8 8.2 58 320 228 22
8.3 0.7 0.241509 0.2 1.44303 0.308174 0.40638 0.239559 0.224279 0.0975464 0.709615 0.396635 0.264303 1.5468 0.374135 0.512598 0.208437 0.24078 0.083098 0.685714 0.295536 0.248214 1.46286 0.452285 0.606009 0.181815 0.220353 0.0708462 8.2 8.4 138 349 221 34
8.5 0.701724 0.196125 0.157974 1.44659 0.321673 0.358507 0.263051 0.215621 0.0940592 0.716489 0.362677 0.211727 1.57199 0.382685 0.46334 0.210568 0.274772 0.0757858 0.651786 0.273214 0.176786 1.42073 0.43576 0.389719 0.172117 0.223076 0.0573657 8.4 8.6 207 347 296 38
8.7 0.701493 0.220477 0.121493 1.40751 0.269348 0.271065 0.295191 0.214007 0.102724 0.700347 0.349653 0.154514 1.5328 0.43856 0.326136 0.216179 0.239469 0.0748483 0.654545 0.295455 0.179545 1.46546 0.561698 0.406734 0.188175 0.224968 0.0609362 8.6 8.8 372 390 313 44
8.9 0.713571 0.175714 0.0832143 1.4526 0.214229 0.245385 0.311244 0.186935 0.102316 0.713095 0.290476 0.154559 1.52113 0.374524 0.268613 0.221344 0.177123 0.0742399 0.7125 0.2875 0.129167 1.52908 0.477403 0.285878 0.210025 0.148128 0.0836218 8.8 9 625 355 375 41
9.1 0.712712 0.151351 0.0813016 1.4292 0.1991 0.209828 0.30708 0.159851 0.090533 0.702885 0.278782 0.122051 1.52505 0.276409 0.250281 0.239447 0.181893 0.0929196 0.67 0.2425 0.128333 1.39278 0.421872 0.200843 0.159864 0.122471 0.0389503 9 9.2 1075 349 431 54
