#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.212560.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.287925 0.0625058 0.0498188 0.518457 0.0642987 0.0688227 0.102624 0.0452684 0.0186485 0.278125 0.071875 0.051098 0.531334 0.0758765 0.0822008 0.0906691 0.0397803 0.0150176 0 0 0 0 0 0 0 0 0 7.2 7.4 4018 1667 85 0
7.5 0.286222 0.0552963 0.0470697 0.520424 0.0703251 0.0613915 0.103112 0.0452706 0.0179981 0.273438 0.0786458 0.0426042 0.523123 0.0954655 0.0863458 0.0883451 0.0322682 0.0142061 0 0 0 0 0 0 0 0 0 7.4 7.6 3862 1775 108 0
7.7 0.284957 0.0501623 0.045081 0.528634 0.0580766 0.0697418 0.105741 0.0382142 0.0202842 0.275 0.0788461 0.0456897 0.515143 0.108113 0.0750684 0.0870196 0.0405854 0.0110052 0 0 0 0 0 0 0 0 0 7.6 7.8 3573 1657 109 0
7.9 0.281757 0.04697 0.0417946 0.516559 0.0489851 0.0638882 0.106754 0.042041 0.019329 0.273333 0.0829166 0.0467708 0.510142 0.120066 0.0634907 0.0916745 0.0666195 0.0178631 0 0 0 0 0 0 0 0 0 7.8 8 3287 1543 114 0
8.1 0.276205 0.0503229 0.0376194 0.512844 0.0622414 0.0716796 0.10929 0.0386856 0.0194026 0.261538 0.0676282 0.0291855 0.509205 0.0706701 0.0704445 0.0917072 0.0558894 0.0160806 0 0 0 0 0 0 0 0 0 8 8.2 2976 1457 91 0
8.3 0.271607 0.0392137 0.0347545 0.496969 0.0699698 0.0707141 0.108458 0.0335666 0.0186051 0.257895 0.033772 0.0391447 0.498555 0.0872604 0.0761206 0.0955645 0.0350853 0.0180618 0 0 0 0 0 0 0 0 0 8.2 8.4 2540 1196 95 0
8.5 0.26822 0.0317797 0.0334085 0.487159 0.0611566 0.0648526 0.106448 0.0303165 0.0151054 0.25 0.0333333 0.0403846 0.484037 0.106585 0.0687344 0.0877595 0.0275458 0.0117747 0 0 0 0 0 0 0 0 0 8.4 8.6 2320 1088 85 0
8.7 0.269196 0.0379464 0.0353382 0.488509 0.0549755 0.0760382 0.11265 0.028511 0.022309 0.2625 0.0458333 0.0625 0.477824 0.11216 0.0608607 0.086689 0.0326386 0.0118807 0 0 0 0 0 0 0 0 0 8.6 8.8 2024 855 87 0
8.9 0.267982 0.0327988 0.0321175 0.487536 0.059397 0.0616801 0.112925 0.0393077 0.0196978 0.25 0.075 0.0625 0.480239 0.11928 0.0688941 0.09155 0.0464328 0.0155537 0 0 0 0 0 0 0 0 0 8.8 9 1680 653 71 0
9.1 0.261111 0.0382791 0.0248792 0.484844 0.0625731 0.0633328 0.112304 0.0357229 0.0185239 0.241667 0.072619 0.0375 0.480046 0.0740379 0.0636669 0.0947656 0.041894 0.0168806 0 0 0 0 0 0 0 0 0 9 9.2 1439 452 67 0
9.3 0.263782 0.0441725 0.0304487 0.474342 0.0688888 0.0629363 0.110462 0.0389137 0.0180411 0.253125 0.078125 0.0614583 0.487559 0.12566 0.109243 0.0930293 0.0370994 0.0188547 0 0 0 0 0 0 0 0 0 9.2 9.4 1117 311 43 0
9.5 0.269355 0.0473118 0.028085 0.492674 0.0862502 0.0605753 0.115807 0.0403568 0.0183701 0.25 0.05 0.05625 0.522353 0.100723 0.121693 0.0950125 0.0263823 0.0223235 0 0 0 0 0 0 0 0 0 9.4 9.6 948 183 62 0
9.7 0.285 0.0525 0.0408823 0.523916 0.0719957 0.0709988 0.132228 0.0403485 0.0284218 0.2125 0.0589285 0.0375 0.443509 0.117307 0.0799285 0.0828643 0.019952 0.0114513 0 0 0 0 0 0 0 0 0 9.6 9.8 736 97 38 0
