#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.207498.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.280196 0.0573039 0.0533668 0.492479 0.057439 0.0707932 0.0986526 0.0411436 0.0176008 0.275 0.0666667 0.0513158 0.492019 0.103173 0.0836414 0.0876722 0.0230349 0.0132727 0 0 0 0 0 0 0 0 0 7.2 7.4 4401 1587 79 0
7.5 0.278274 0.0496906 0.0470713 0.502001 0.0647287 0.0637285 0.100273 0.0390997 0.0188247 0.26875 0.0729167 0.04375 0.497735 0.11135 0.0856004 0.0840952 0.0348963 0.0130802 0 0 0 0 0 0 0 0 0 7.4 7.6 4241 1617 101 0
7.7 0.274118 0.0549521 0.0390068 0.504141 0.0533211 0.0643976 0.104866 0.0390039 0.020353 0.2625 0.06875 0.0361111 0.487149 0.110927 0.0653876 0.0905854 0.034309 0.0125772 0 0 0 0 0 0 0 0 0 7.6 7.8 3792 1633 111 0
7.9 0.270898 0.0478516 0.0397649 0.498402 0.0502624 0.065818 0.103533 0.0407673 0.0189811 0.275 0.05 0.0583333 0.491345 0.070864 0.078846 0.0912436 0.0299411 0.0155487 0 0 0 0 0 0 0 0 0 7.8 8 3414 1494 75 0
8.1 0.267606 0.0428339 0.0369535 0.490288 0.0551629 0.0786802 0.105095 0.0359516 0.0187848 0.25 0.0714286 0.0456522 0.474118 0.0805269 0.0828926 0.0843441 0.0370508 0.0171643 0 0 0 0 0 0 0 0 0 8 8.2 2959 1346 75 0
8.3 0.266045 0.0322886 0.0415674 0.477403 0.0418261 0.0799711 0.104716 0.0305592 0.0181547 0.245 0.0522222 0.0334615 0.486177 0.0687482 0.0730537 0.0864473 0.0296891 0.0134558 0 0 0 0 0 0 0 0 0 8.2 8.4 2607 1124 91 0
8.5 0.25874 0.0406191 0.0333625 0.47768 0.0617487 0.0781715 0.107833 0.0320359 0.0190422 0.245 0.035 0.0470833 0.488316 0.127008 0.0791831 0.0992793 0.0399053 0.0173197 0 0 0 0 0 0 0 0 0 8.4 8.6 2235 974 66 0
8.7 0.258333 0.0374498 0.0317173 0.471072 0.0466424 0.0737219 0.107075 0.0273368 0.0185594 0.244643 0.0375 0.0521429 0.474458 0.089122 0.0882815 0.092834 0.0368942 0.0172327 0 0 0 0 0 0 0 0 0 8.6 8.8 1866 778 65 0
8.9 0.264904 0.0337804 0.0397665 0.463527 0.0706422 0.0764222 0.11305 0.0238097 0.0248632 0.25 0.05 0.0535714 0.471693 0.0654048 0.0764216 0.091563 0.0369635 0.0194151 0 0 0 0 0 0 0 0 0 8.8 9 1631 599 52 0
9.1 0.256389 0.0301703 0.0263408 0.451912 0.0499952 0.0603561 0.11201 0.0319809 0.0171399 0.233333 0.075 0.0638889 0.442908 0.113941 0.0719994 0.0857877 0.0644531 0.0185399 0 0 0 0 0 0 0 0 0 9 9.2 1346 447 49 0
9.3 0.256548 0.045119 0.0243507 0.454291 0.0820739 0.0556945 0.106251 0.0314064 0.0120778 0.219444 0.0805556 0.0480159 0.43816 0.0720559 0.0756611 0.0893837 0.0513221 0.0180524 0 0 0 0 0 0 0 0 0 9.2 9.4 1138 308 54 0
9.5 0.25641 0.0385897 0.0251603 0.453965 0.0672484 0.0528077 0.112535 0.0321032 0.0197664 0.225 0.04375 0.0458333 0.447475 0.0966344 0.0835336 0.0923562 0.026274 0.0167951 0 0 0 0 0 0 0 0 0 9.4 9.6 816 157 45 0
9.7 0.264286 0.0482143 0.0298029 0.50709 0.0525233 0.0561541 0.139886 0.0350549 0.0371878 0.228571 0.0464286 0.0410714 0.440192 0.132162 0.0669353 0.0889771 0.019597 0.0149556 0 0 0 0 0 0 0 0 0 9.6 9.8 706 100 48 0
9.9 0.279167 0.0541666 0.0359848 0.513521 0.0567901 0.0578738 0.135818 0.0554084 0.0372302 0.233333 0.0416667 0.0520833 0.456488 0.13642 0.0810086 0.0839976 0.0280822 0.0136447 0 0 0 0 0 0 0 0 0 9.8 10 527 42 30 0
10.1 0.285714 0.0392857 0.0357143 0.48792 0.0930883 0.0599403 0.112661 0.0515236 0.0269635 0.255 0.045 0.0425 0.462017 0.1 0.0720338 0.100361 0.0411457 0.021675 0 0 0 0 0 0 0 0 0 10 10.2 383 18 34 0
10.3 0.3125 0.0375 0.05 0.490504 0.127765 0.103966 0.131731 0.0793276 0.039423 0.255 0.045 0.04 0.443748 0.126924 0.0836528 0.114423 0.0342151 0.0229165 0 0 0 0 0 0 0 0 0 10.2 10.4 277 7 25 0
10.5 0.25 0.075 0.108333 0.393269 0.272356 0.125 0.123798 0.0420672 0.0182689 0.265 0.0475 0.045 0.417546 0.184134 0.0599749 0.118991 0.0286051 0.033294 0 0 0 0 0 0 0 0 0 10.4 10.6 220 5 18 0
