#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000006 0.000003 0.000008 0.000545 0.000751 0.000307 -0.000000 0.000015 0.000008 -0.000002 0.002555 0.000325 -0.000550 0.000310 0.000759 0.000002 0.000359 0.002555
9.300000 -0.000014 0.000007 0.001194 0.010389 0.118242 0.009682 0.000002 0.000161 0.000021 -0.000418 0.094592 0.001071 -0.010403 0.009688 0.119414 0.000420 0.001267 0.094594
9.500000 -0.003940 0.002489 0.000834 0.208163 0.014318 0.094425 0.000209 0.011723 0.000837 -0.025259 0.261497 0.074977 -0.212103 0.096182 0.015221 0.025468 0.084935 0.262251
9.700000 -0.006550 0.001512 0.000505 0.163370 0.021538 0.037740 0.000011 0.015509 0.001444 -0.002411 0.232383 0.270929 -0.169919 0.039159 0.021984 0.002422 0.280771 0.232606
9.900000 -0.007092 0.002552 0.001193 0.116688 0.023771 0.046023 0.000341 0.008711 0.002385 -0.034290 0.191649 0.222768 -0.123779 0.048575 0.024934 0.034631 0.237208 0.195966
10.100000 -0.012447 0.003984 0.002018 0.131874 0.024832 0.044869 0.001034 0.011562 0.002631 -0.072951 0.175294 0.160222 -0.144321 0.048586 0.026125 0.073985 0.181749 0.183754
10.300000 -0.011857 0.003649 0.001807 0.102539 0.016961 0.032436 0.001889 0.015231 0.003012 -0.089824 0.159599 0.150753 -0.114396 0.036003 0.018653 0.091713 0.173418 0.169206
10.500000 -0.007755 0.002559 0.001376 0.074144 0.014910 0.024245 0.003351 0.018053 0.003767 -0.120532 0.161727 0.129808 -0.081900 0.026790 0.016233 0.123883 0.157114 0.166534
10.700000 -0.003805 0.001769 0.000631 0.036837 0.013257 0.013690 0.004381 0.021451 0.004697 -0.126832 0.162081 0.149163 -0.040642 0.015263 0.014208 0.131214 0.171358 0.166546
10.900000 -0.001738 0.001109 0.001035 0.021327 0.012606 0.013226 0.006633 0.024040 0.006621 -0.179838 0.179838 0.121956 -0.023065 0.014150 0.013641 0.186471 0.144718 0.186471
11.100000 -0.002165 0.001037 0.001006 0.032733 0.010849 0.018587 0.006192 0.029860 0.006161 -0.140555 0.143755 0.156471 -0.034898 0.019460 0.012148 0.146747 0.186227 0.150078
11.300000 0.000529 0.000814 0.000317 -0.009946 0.007583 0.019920 0.009094 0.030027 0.009261 -0.138805 0.142127 0.149304 0.010474 0.021153 0.007508 0.147899 0.175788 0.151303
11.500000 -0.000513 0.002067 0.000857 0.005634 0.020315 0.033017 0.024484 0.036635 0.021987 -0.218221 0.183272 0.096884 -0.006147 0.033826 0.020722 0.242705 0.136735 0.204936
11.700000 -0.002591 0.003624 0.002351 -0.061758 0.031529 0.065871 0.017179 0.039782 0.016093 -0.084093 0.084093 0.260648 0.059168 0.070045 0.030992 0.101271 0.295698 0.101271
11.900000 -0.016777 0.012173 0.005054 0.000000 0.000000 0.000000 0.043495 0.046424 0.042074 0.091050 0.033794 0.365434 0.000000 0.000000 0.000000 -0.047555 0.393817 0.065478
12.100000 -0.017626 0.015277 0.014527 0.000000 0.000000 0.000000 0.098893 0.063364 0.097845 0.000000 0.000000 0.019843 0.000000 0.000000 0.000000 0.000000 0.135739 0.000000
12.300000 -0.005000 0.000000 0.000000 0.000000 0.000000 0.000000 0.085000 -0.085000 0.085000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
