#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000219 0.000213 0.001109 0.038674 0.113903 0.038008 0.000009 0.000429 0.000250 -0.011615 0.135251 0.006125 -0.038893 0.038221 0.114951 0.011624 0.007003 0.137242
9.300000 -0.001035 0.001026 0.000399 0.159740 0.016911 0.157157 0.000437 0.003263 0.000456 -0.079545 0.192366 0.084211 -0.160776 0.158182 0.017319 0.079982 0.084045 0.192803
9.500000 -0.002867 0.000679 0.000179 0.192822 0.015833 0.035947 0.000998 0.018407 0.001074 -0.222517 0.306704 0.176984 -0.195689 0.036554 0.015942 0.223515 0.200780 0.308243
9.700000 -0.002647 0.000764 0.000306 0.121945 0.014324 0.037172 0.002388 0.029976 0.002427 -0.258537 0.355604 0.355669 -0.124592 0.037871 0.014630 0.260926 0.389603 0.358032
9.900000 -0.003675 0.001957 0.000593 0.090192 0.022231 0.047634 0.001524 0.021478 0.002225 -0.100073 0.178697 0.270531 -0.093866 0.049619 0.022778 0.101597 0.300539 0.182341
10.100000 -0.003615 0.002421 0.001400 0.064742 0.025935 0.044100 0.002150 0.023328 0.002659 -0.109252 0.202736 0.197435 -0.068356 0.046484 0.026903 0.111403 0.235727 0.206895
10.300000 -0.003217 0.002301 0.000971 0.056995 0.019007 0.043588 0.003272 0.027822 0.003351 -0.160791 0.195963 0.194363 -0.060212 0.045922 0.020321 0.164064 0.225184 0.199305
10.500000 -0.000125 0.001503 0.000669 0.002206 0.007327 0.031730 0.004773 0.029514 0.004773 -0.196629 0.196629 0.176145 -0.002331 0.033300 0.007999 0.201402 0.209037 0.201402
10.700000 0.000941 0.001043 0.000195 -0.041113 0.021442 0.002190 0.004926 0.028732 0.004857 -0.174151 0.174151 0.208561 0.042054 0.002595 0.021270 0.179076 0.239294 0.179076
10.900000 0.002123 0.000655 0.001950 -0.032869 0.031653 0.002805 0.006467 0.032415 0.006147 -0.201622 0.201622 0.190567 0.034992 0.003974 0.033437 0.208088 0.224952 0.208088
11.100000 0.001094 0.000749 0.002503 -0.019105 0.058688 0.002950 0.009219 0.047217 0.009502 -0.163773 0.163773 0.174274 0.020199 0.003020 0.060320 0.172993 0.210479 0.172993
11.300000 0.006005 -0.002009 0.005161 0.000000 0.000000 0.000000 0.024811 0.036282 0.024357 -0.239908 0.239908 0.216756 0.000000 0.000000 0.000000 0.264719 0.242800 0.264719
11.500000 -0.007224 0.007617 0.003306 0.000000 0.000000 0.000000 0.001730 0.038572 0.013674 0.000000 0.000000 0.211446 0.000000 0.000000 0.000000 0.000000 0.248462 0.000000
11.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
