#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.92693e+09 0.000100882 4.33305e-06 116592 4028.77 0 0 0 0.330316 3.1524e-05 0.333281 0.0761914 0.0832454 0.405244 2.42293e-05 0.412005 0.0511597 0.0615108 0.477239 8.37596e-06 0.481674 0.012584 0.0202503 5372597
1.56326e+10 1.67554e-05 2.96194e-06 135485 6316.16 0 0 0 0.279193 4.96885e-05 0.274538 0.0760511 0.0670381 0.380034 3.90538e-05 0.384605 0.0478799 0.0559706 0.472598 1.31028e-05 0.476185 0.0124281 0.0191725 1909831
2.46819e+10 7.89561e-07 7.89561e-07 162098 8069.75 0 0 0 0.255351 5.81944e-05 0.248331 0.0739557 0.059297 0.36987 4.71099e-05 0.373687 0.0472757 0.0550446 0.471924 1.50167e-05 0.475002 0.0121165 0.0179753 1266527
3.90784e+10 1.21523e-06 1.21523e-06 182254 10232 0 0 0 0.24265 6.8198e-05 0.235212 0.0695097 0.054345 0.370877 5.56564e-05 0.374006 0.0457326 0.0520039 0.473805 1.65684e-05 0.476374 0.0111867 0.0161515 822892
6.19699e+10 0 0 264365 15204.2 0 0 0 0.24105 8.10274e-05 0.235357 0.0640942 0.0530492 0.378885 6.39336e-05 0.381303 0.0428453 0.0476071 0.476095 1.79745e-05 0.478122 0.0102258 0.0140967 534366
9.83749e+10 8.65341e-06 4.99604e-06 428341 25488.1 0 0 0 0.247252 9.8595e-05 0.242658 0.0614202 0.0526349 0.386379 7.4052e-05 0.387677 0.0415137 0.0434296 0.477535 2.04987e-05 0.479227 0.00974411 0.0130218 346684
1.55907e+11 4.43483e-05 1.40239e-05 799356 45920.2 0 0 0 0.257332 0.000122087 0.253049 0.0612807 0.0526786 0.393645 8.74189e-05 0.394574 0.0406006 0.0412446 0.479404 2.37344e-05 0.480998 0.00913426 0.0122019 225488
2.47024e+11 0.000312212 4.60261e-05 1.51227e+06 80941.4 0 0 0 0.271598 0.000151695 0.267429 0.0619805 0.0532423 0.405242 0.00010092 0.406283 0.0379964 0.0388479 0.482754 2.58312e-05 0.484346 0.00767478 0.0108737 147336
3.91617e+11 0.00259971 0.000164536 4.19154e+06 184233 0 0 0 0.292564 0.000192377 0.288921 0.0635276 0.0553641 0.421656 0.000110414 0.423388 0.0324634 0.0343002 0.486198 2.75406e-05 0.487638 0.0061928 0.00883237 95780
6.19927e+11 0.0200772 0.000566006 2.03971e+07 603475 0 0 0 0.314834 0.000237435 0.312788 0.0627441 0.056908 0.430239 0.000124004 0.431365 0.0301856 0.0295246 0.486094 4.53548e-05 0.48809 0.00628164 0.00887674 61413
9.82903e+11 0.100246 0.00150369 8.99824e+07 1.58889e+06 0 0 0 0.321371 0.000288907 0.321167 0.0592902 0.0573279 0.422532 0.000179381 0.42529 0.0324394 0.0344449 0.479054 0.000106407 0.484639 0.008571 0.0158555 39892
1.55883e+12 0.320909 0.00292258 3.12975e+08 3.68036e+06 0 8.53413e+08 0 0.305726 0.000370545 0.307293 0.0579975 0.0611472 0.398647 0.000290999 0.403925 0.0401878 0.0482244 0.459422 0.000236027 0.472535 0.0166543 0.0462365 25515
2.46613e+12 0.626056 0.0038414 7.196e+08 6.43867e+06 5.30876e+08 1.03434e+09 5.30876e+08 0.27705 0.000466436 0.277312 0.0595612 0.0600761 0.363486 0.000425198 0.367486 0.049426 0.0558669 0.42567 0.000405205 0.435008 0.0418704 0.061217 15866
3.9101e+12 0.852163 0.00357304 1.15747e+09 9.06485e+06 1.093e+09 9.3359e+08 1.093e+09 0.249851 0.000554047 0.248197 0.057602 0.0540376 0.328764 0.000542348 0.331025 0.052093 0.0555843 0.388242 0.00055212 0.391325 0.0541976 0.0580567 9869
6.19542e+12 0.948849 0.00287692 1.48493e+09 1.21307e+07 1.40892e+09 1.06663e+09 8.78042e+08 0.227967 0.000661332 0.225812 0.0536776 0.0491671 0.299712 0.000669048 0.301034 0.0500852 0.0530219 0.357884 0.000695382 0.360518 0.0504281 0.0562987 5865
9.81022e+12 0.963616 0.00310908 1.68298e+09 1.56215e+07 1.64291e+09 1.05156e+09 9.50354e+08 0.209727 0.000750746 0.207784 0.0480219 0.0437242 0.276947 0.000798244 0.277416 0.0477732 0.0484922 0.335683 0.000846075 0.338228 0.0497245 0.053387 3628
1.55739e+13 0.97574 0.00338984 1.71403e+09 2.10316e+07 1.7203e+09 9.74166e+08 1.02774e+09 0.197234 0.000895721 0.194191 0.0441289 0.0364219 0.261656 0.000978881 0.261411 0.0440358 0.0442268 0.323025 0.00109419 0.323479 0.0473675 0.0495598 2061
