#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.64216e+07 1.31494e-05 4.64899e-06 280457 15343.9 0 0 0 0.232667 7.80613e-05 0.225693 0.0673541 0.0534475 0.365209 7.24465e-05 0.370065 0.0495757 0.0593217 0.470353 2.70712e-05 0.474911 0.0126492 0.0207145 608392
1.57039e+08 4.77379e-06 4.77379e-06 367798 30354.7 0 0 0 0.237344 0.000133691 0.231435 0.0671301 0.0548203 0.374644 0.000113091 0.378211 0.046306 0.0529389 0.473041 3.82176e-05 0.476434 0.0117385 0.0179693 209477
2.49003e+08 1.81446e-05 1.04758e-05 530162 41406.3 0 0 0 0.24244 0.000151105 0.237385 0.0664198 0.0561631 0.379083 0.000121697 0.381973 0.044988 0.0503399 0.474085 4.0003e-05 0.477228 0.011248 0.017354 165338
3.94474e+08 0 0 831811 62551.9 0 0 0 0.248131 0.000171218 0.243092 0.0669527 0.0563796 0.383042 0.000131856 0.385518 0.0440901 0.0483088 0.47519 4.30218e-05 0.478189 0.0108842 0.0166884 130223
6.25315e+08 0 0 1.14461e+06 83394.3 0 0 0 0.2544 0.000192561 0.249878 0.0663158 0.0567635 0.387611 0.000143577 0.389884 0.0427883 0.0466509 0.476586 4.5865e-05 0.479465 0.0102499 0.015882 102550
9.90108e+08 1.25346e-05 1.25346e-05 1.5868e+06 113579 0 0 0 0.261072 0.000219191 0.256714 0.066781 0.0570705 0.392899 0.000157577 0.394738 0.0421885 0.044978 0.478329 4.90471e-05 0.481068 0.00966617 0.0150683 79779
1.56897e+09 4.79893e-05 2.77062e-05 2.38155e+06 162132 0 0 0 0.26876 0.000246796 0.264923 0.0660235 0.058113 0.399791 0.000172566 0.401781 0.0411161 0.0440794 0.480481 5.16303e-05 0.483147 0.00869352 0.0139091 62514
2.49135e+09 0.00012165 4.96607e-05 4.37285e+06 289885 0 0 0 0.277431 0.000282211 0.273172 0.0679863 0.058418 0.407811 0.000186588 0.410256 0.0387324 0.0423814 0.482555 5.30682e-05 0.485058 0.0077562 0.0125714 49322
3.95113e+09 0.000402708 0.000100658 7.76923e+06 458633 0 0 0 0.286539 0.000313806 0.283213 0.0663687 0.059195 0.41591 0.000192825 0.418455 0.0357709 0.0393402 0.484397 5.38882e-05 0.486664 0.00690639 0.0110161 39731
6.27354e+09 0.000880282 0.000163395 1.43715e+07 765713 0 0 0 0.297926 0.000344991 0.294516 0.0675464 0.0590635 0.423171 0.000195911 0.42554 0.0332226 0.0354184 0.485467 5.76118e-05 0.487635 0.00638568 0.0103574 32944
9.94459e+09 0.00251488 0.000298091 2.37362e+07 1.06871e+06 0 0 0 0.308305 0.000369754 0.305798 0.0668945 0.0600492 0.427628 0.000195929 0.429625 0.0311628 0.0324397 0.485637 6.52169e-05 0.487909 0.0062294 0.0100986 28232
1.57897e+10 0.00591668 0.000486564 3.96867e+07 1.42867e+06 0 0 0 0.31632 0.000384668 0.314818 0.0641688 0.060152 0.428953 0.000202175 0.430757 0.0301811 0.0312781 0.484935 8.03955e-05 0.487584 0.00630379 0.0102603 24845
2.50204e+10 0.0115256 0.00071342 6.5782e+07 1.9388e+06 0 0 0 0.321827 0.000392527 0.321414 0.0602376 0.0586812 0.427232 0.000216201 0.42959 0.0294229 0.0313264 0.482835 0.000108756 0.486623 0.00666311 0.0119726 22385
