#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.92693e+09 0.000100882 4.33305e-06 116792 4034.67 0 0 0 0.327513 3.19972e-05 0.330197 0.0778017 0.0844727 0.40057 2.60835e-05 0.408506 0.0541384 0.0668194 0.472943 1.12961e-05 0.479958 0.0141745 0.0266915 5372597
1.56326e+10 1.67554e-05 2.96194e-06 134891 6288.18 0 0 0 0.275667 5.04898e-05 0.270337 0.0780914 0.0672807 0.373716 4.27921e-05 0.379429 0.0519622 0.0621902 0.467833 1.80251e-05 0.473755 0.0146732 0.0256948 1909831
2.46819e+10 7.89561e-07 7.89561e-07 163477 8117.66 0 0 0 0.251859 5.96435e-05 0.243687 0.0766954 0.0594634 0.362859 5.20741e-05 0.367633 0.051915 0.0616124 0.467606 2.03642e-05 0.472625 0.0143429 0.023729 1266527
3.90784e+10 1.21523e-06 1.21523e-06 185690 10301 0 0 0 0.239406 7.10236e-05 0.230425 0.0736357 0.0549423 0.364619 6.19815e-05 0.368629 0.0505632 0.058574 0.470338 2.18852e-05 0.474494 0.0130873 0.0209991 822892
6.19699e+10 0 0 278304 15580.6 0 0 0 0.238144 8.53674e-05 0.231211 0.0687533 0.0549586 0.374037 7.11962e-05 0.377325 0.0473043 0.0536331 0.473299 2.31669e-05 0.476596 0.0118767 0.0181786 534366
9.83749e+10 8.65341e-06 4.99604e-06 464274 26405.3 0 0 0 0.24546 0.000104941 0.240007 0.0667453 0.0559115 0.382774 8.18005e-05 0.384916 0.0454981 0.0487792 0.475148 2.60873e-05 0.477985 0.0112072 0.0167875 346684
1.55907e+11 4.43483e-05 1.40239e-05 949815 49741.2 0 0 0 0.256734 0.000130109 0.252169 0.0666524 0.0568979 0.391059 9.53857e-05 0.392827 0.0436471 0.0458247 0.477447 2.98921e-05 0.480114 0.0103213 0.0155086 225488
2.47024e+11 0.000312212 4.60261e-05 1.99863e+06 92194.4 0 0 0 0.271788 0.000160013 0.26801 0.0656178 0.0575697 0.403809 0.000108405 0.405744 0.0399942 0.0424705 0.481373 3.19578e-05 0.483926 0.00838372 0.0135378 147336
3.91617e+11 0.00259971 0.000164536 5.99611e+06 221728 0 0 0 0.293675 0.000200271 0.290861 0.0656132 0.0592612 0.421131 0.000116552 0.423534 0.0335539 0.0364588 0.485186 3.34779e-05 0.487387 0.00664958 0.0107536 95780
6.19927e+11 0.0200772 0.000566006 2.77179e+07 702177 0 0 0 0.316364 0.000244224 0.315373 0.0634588 0.0602851 0.429474 0.000129792 0.431043 0.0310403 0.0312788 0.484828 5.35521e-05 0.48768 0.00679567 0.0110034 61413
