#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.63185e+09 1.68757e-05 1.64689e-06 101061 2968.52 0 0 0 0.237448 1.70381e-05 0.238353 0.0462907 0.0471885 0.275675 1.4821e-05 0.281845 0.0326499 0.0470957 0.318488 5.53937e-06 0.322266 0.00832245 0.0158589 6221951
1.56281e+10 4.84049e-06 1.61349e-06 176673 6740.23 0 0 0 0.212053 3.08854e-05 0.208513 0.0495109 0.0397903 0.261826 2.70321e-05 0.264865 0.0359732 0.0417578 0.315784 9.45135e-06 0.318375 0.00938958 0.014253 1859315
2.46747e+10 0 0 236333 9623.71 0 0 0 0.198383 3.78964e-05 0.193782 0.0490527 0.0366877 0.25721 3.23135e-05 0.259198 0.0349041 0.0378596 0.315854 1.04961e-05 0.317914 0.008733 0.0124688 1214699
3.90625e+10 0 0 304373 13627.1 0 0 0 0.189863 4.60982e-05 0.185139 0.0463329 0.035251 0.257541 3.82085e-05 0.259144 0.0330345 0.0348494 0.316645 1.1795e-05 0.31832 0.00823313 0.0112259 783346
6.19324e+10 1.9958e-06 1.9958e-06 550112 23562.5 0 0 0 0.187445 5.6377e-05 0.183974 0.0439441 0.0360703 0.261305 4.53743e-05 0.262725 0.0319219 0.0330696 0.318042 1.3346e-05 0.319502 0.00770947 0.0103299 501051
9.82543e+10 1.26666e-05 6.33327e-06 981399 41015.3 0 0 0 0.190003 7.08502e-05 0.187657 0.0428454 0.0375853 0.265898 5.45442e-05 0.267302 0.0309163 0.031854 0.319281 1.56295e-05 0.320606 0.00733715 0.00960305 315791
1.55707e+11 5.04633e-05 1.59575e-05 1.99121e+06 77702.6 0 0 0 0.194749 8.95129e-05 0.192982 0.0426416 0.0382349 0.269816 6.63157e-05 0.271403 0.0296897 0.0309563 0.320265 1.86762e-05 0.321533 0.00698051 0.00913581 198164
2.46557e+11 0.000345534 5.26846e-05 4.31004e+06 152385 0 0 0 0.199818 0.000112705 0.198501 0.0423068 0.0387655 0.273354 8.07079e-05 0.275057 0.0284401 0.0300828 0.321156 2.28872e-05 0.322499 0.00649834 0.00882673 124445
3.9046e+11 0.00109347 0.000119242 8.10485e+06 277612 0 0 0 0.205742 0.00014342 0.204366 0.0427752 0.0389061 0.277591 0.000100188 0.279745 0.0269943 0.0298043 0.322361 2.84398e-05 0.323885 0.00571433 0.00840265 76820
6.17799e+11 0.00482256 0.000322166 1.61504e+07 515950 0 0 0 0.213 0.000185848 0.212267 0.0427886 0.0401651 0.283287 0.000123687 0.286 0.024887 0.0288654 0.32398 3.69512e-05 0.325729 0.0046705 0.00759053 46241
9.77834e+11 0.0139322 0.000727155 2.77114e+07 912165 0 0 0 0.221604 0.000249247 0.221361 0.0432189 0.041098 0.289056 0.000157463 0.292912 0.0217526 0.0285313 0.324845 5.49514e-05 0.327044 0.00387254 0.00706783 25983
1.54375e+12 0.0325504 0.00151099 4.34559e+07 1.56794e+06 0 0 0 0.225821 0.000335309 0.22605 0.041897 0.0409511 0.28988 0.000217277 0.294709 0.0198993 0.0290828 0.324117 8.90604e-05 0.327007 0.00376877 0.0078266 13794
2.42988e+12 0.072679 0.00324587 6.53108e+07 2.88156e+06 0 0 0 0.222655 0.000473689 0.22314 0.0390404 0.0394896 0.284955 0.000343066 0.290689 0.020363 0.0323442 0.321281 0.000170267 0.325292 0.00463939 0.010557 6398
3.83452e+12 0.138325 0.0066319 9.31409e+07 5.10999e+06 0 0 0 0.214558 0.000723364 0.215727 0.038369 0.0393984 0.275438 0.000558368 0.280361 0.0236969 0.0349328 0.315919 0.000329618 0.32184 0.00613582 0.0176983 2711
6.07805e+12 0.254585 0.0143156 1.19511e+08 9.85132e+06 0 3.2478e+08 0 0.201081 0.00114292 0.200123 0.0374027 0.0353711 0.260858 0.00100719 0.264621 0.0272731 0.035862 0.307296 0.000711522 0.314712 0.0100557 0.0253036 927
9.61805e+12 0.426554 0.0263236 1.9088e+08 1.92533e+07 0 6.06006e+08 0 0.190793 0.00176177 0.191267 0.0344117 0.0364546 0.246062 0.00162302 0.248231 0.0275346 0.0336211 0.296108 0.00133143 0.302145 0.0166854 0.0314157 354
1.52947e+13 0.584746 0.0455562 2.93067e+08 4.19221e+07 0 8.77994e+08 0 0.175063 0.00293407 0.181643 0.0271118 0.0421249 0.227956 0.00323623 0.232451 0.0356548 0.0415276 0.279776 0.00296756 0.288392 0.0228872 0.041376 118
2.46187e+13 0.7 0.0733799 3.60528e+08 7.35926e+07 0 8.10788e+08 0 0.174187 0.00447047 0.172918 0.0269067 0.0229452 0.219348 0.0041422 0.218353 0.0302632 0.0293996 0.270221 0.00432579 0.276075 0.0237194 0.026922 40
3.75291e+13 0.9 0.1 3.64952e+08 1.43694e+08 3.60165e+08 6.50595e+08 3.60165e+08 0.148023 0.00732599 0.144987 0.0256137 0.0252758 0.197403 0.00656287 0.20421 0.0159791 0.0311782 0.254366 0.0054098 0.253368 0.0145483 0.0091076 10
5.56231e+13 0.5 0.5 0 0 0 0 0 0.162423 0.0250864 0.18751 0 0.0501727 0.1973 0.0213897 0.21869 0 0.0427793 0.223656 0.0220751 0.245731 0 0.0441502 2
