#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.8804e+07 0 0 846282 42184.1 0 0 0 0.217615 0.000103838 0.211045 0.0590234 0.0468302 0.344892 9.89014e-05 0.348096 0.0484385 0.0557658 0.466109 3.51125e-05 0.47002 0.0122013 0.0196834 288733
1.57403e+08 0 0 1.2032e+06 81450.1 0 0 0 0.218354 0.00016006 0.212401 0.0590951 0.0482309 0.347623 0.000146313 0.351396 0.0458696 0.0544693 0.467377 4.90099e-05 0.47093 0.0114153 0.0183634 124641
2.4887e+08 0 0 1.47736e+06 96885.9 0 0 0 0.22214 0.00017908 0.216457 0.0585058 0.0486209 0.351305 0.000157234 0.354658 0.0447347 0.052602 0.468406 5.19446e-05 0.471722 0.0110536 0.0174534 101123
3.94254e+08 0 0 2.02057e+06 134781 0 0 0 0.226054 0.000203385 0.220624 0.0584334 0.0488585 0.354846 0.000173316 0.358326 0.0429133 0.0509059 0.46962 5.6993e-05 0.472843 0.0105836 0.0168968 78315
6.2453e+08 0 0 3.37737e+06 215531 0 0 0 0.230547 0.000230259 0.225082 0.0586854 0.0487722 0.359199 0.000191773 0.36236 0.0420407 0.0491677 0.471293 6.20642e-05 0.474426 0.010103 0.016177 60874
9.89006e+08 0 0 4.20749e+06 288907 0 0 0 0.234978 0.000264787 0.229821 0.0589443 0.0491609 0.364638 0.000215447 0.367658 0.0412696 0.0479824 0.473629 6.79572e-05 0.476704 0.0092316 0.0150161 46127
1.56608e+09 0 0 7.8535e+06 508410 0 0 0 0.240584 0.000306038 0.235665 0.0587975 0.0501948 0.372219 0.000243503 0.375826 0.0400794 0.0480526 0.47647 7.18118e-05 0.47935 0.00819463 0.0137138 35025
2.48753e+09 0 0 1.07045e+07 643702 0 0 0 0.247156 0.000349375 0.242862 0.0588699 0.0514175 0.381245 0.000271841 0.385753 0.0376231 0.0477661 0.479141 7.68623e-05 0.481896 0.00693113 0.0120642 26646
3.93715e+09 0 0 1.6945e+07 958286 0 0 0 0.256028 0.000409039 0.251906 0.0599758 0.0525763 0.391892 0.000293688 0.397116 0.0337182 0.0457976 0.481455 7.93239e-05 0.483783 0.00614795 0.0101087 20342
6.25659e+09 0 0 2.34154e+07 1.24848e+06 0 0 0 0.264671 0.000459908 0.260757 0.0599456 0.0531487 0.401613 0.000309139 0.406941 0.0295487 0.040666 0.482781 8.9489e-05 0.484928 0.00557622 0.00892246 15925
9.91623e+09 0 0 3.01477e+07 1.63519e+06 0 0 0 0.274557 0.000535365 0.271185 0.0606401 0.0544608 0.407603 0.000324907 0.412069 0.027575 0.0365523 0.482835 0.000105347 0.484971 0.00560737 0.0087837 12261
1.57322e+10 0 0 4.14201e+07 2.19568e+06 0 0 0 0.284203 0.000605099 0.281256 0.0585933 0.0547237 0.412223 0.000343252 0.415876 0.0258242 0.0331335 0.482639 0.000119166 0.484719 0.00591156 0.00887749 9631
2.48389e+10 0 0 4.91687e+07 2.59787e+06 0 0 0 0.292338 0.000674643 0.29059 0.0574294 0.0558676 0.412912 0.000374525 0.415822 0.026108 0.031343 0.480756 0.000162444 0.483537 0.00645307 0.00978929 7552
3.93696e+10 0 0 5.37879e+07 3.26321e+06 0 0 0 0.299659 0.000759492 0.297944 0.0548299 0.0525171 0.410314 0.000444709 0.41327 0.0266999 0.031426 0.477931 0.00023313 0.481729 0.00728384 0.0122022 5461
6.18171e+10 0 0 5.67617e+07 3.93854e+06 0 0 0 0.303903 0.00091842 0.30195 0.0542476 0.0513108 0.404971 0.000563767 0.407332 0.0287601 0.033206 0.472966 0.000340607 0.477703 0.00943783 0.0156616 3588
9.7785e+10 0 0 6.90792e+07 6.00312e+06 0 0 0 0.304559 0.00119066 0.303084 0.0529185 0.0508124 0.396749 0.000783151 0.399104 0.0296538 0.0323414 0.466073 0.000549554 0.471994 0.0117562 0.019016 2020
1.52537e+11 0 0 8.37983e+07 1.00808e+07 0 0 0 0.303506 0.00170317 0.301221 0.0522226 0.044747 0.385412 0.00126836 0.387668 0.0313323 0.0353049 0.455834 0.00100957 0.463871 0.0153567 0.0301459 910
2.3804e+11 0 0 1.00019e+08 2.17141e+07 0 0 0 0.292241 0.00294383 0.291331 0.0460567 0.0480644 0.365581 0.0023785 0.368813 0.0322796 0.0416966 0.439151 0.00201366 0.44613 0.0206719 0.0391143 274
3.58459e+11 0 0 1.39217e+08 5.95117e+07 0 4.49746e+08 0 0.27693 0.00825951 0.272816 0.0631055 0.0315545 0.357825 0.00717447 0.359486 0.0407474 0.0393577 0.427461 0.00530282 0.430439 0.0318151 0.0362905 37
5.38947e+11 0 0 3.15921e+08 3.15921e+08 3.15921e+08 0 0 0.204272 0.204272 0.204272 0 0 0.278662 0.278662 0.278662 0 0 0.367615 0.367615 0.367615 0 0 1
