#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.71805e+07 0 0 446426 16807.6 0 0 0 0.229805 6.09613e-05 0.223742 0.0625152 0.0508108 0.362551 5.58673e-05 0.366663 0.0466271 0.0558484 0.471315 1.8105e-05 0.474618 0.0114971 0.0174813 897117
1.57174e+08 0 0 661894 35479 0 0 0 0.231684 0.000100432 0.226322 0.0620971 0.0515787 0.36739 8.79906e-05 0.371128 0.0447313 0.0530079 0.47267 2.68621e-05 0.475459 0.0108404 0.0159743 334117
2.48953e+08 0 0 837151 43450.7 0 0 0 0.235757 0.000112851 0.230776 0.0615564 0.0521059 0.37099 9.53968e-05 0.374429 0.0433561 0.051014 0.473511 2.86328e-05 0.476102 0.0104928 0.0153768 266458
3.94392e+08 0 0 1.19087e+06 61828.8 0 0 0 0.240626 0.000128288 0.235693 0.0619075 0.0523916 0.374647 0.000104638 0.377606 0.0425816 0.0491213 0.474559 3.11564e-05 0.477022 0.0101567 0.0147515 208538
6.25022e+08 0 0 1.82603e+06 92619.7 0 0 0 0.246066 0.000145218 0.241438 0.0617581 0.0526706 0.378917 0.000115307 0.381598 0.0416566 0.0474062 0.475932 3.359e-05 0.478331 0.00957474 0.014104 163424
9.89704e+08 0 0 2.32571e+06 124329 0 0 0 0.251871 0.000166875 0.247249 0.0624989 0.0533668 0.384102 0.00012811 0.386684 0.0408961 0.0466061 0.477753 3.62239e-05 0.479978 0.00901851 0.0131469 125905
1.56792e+09 0 0 3.94898e+06 202333 0 0 0 0.258807 0.000190972 0.254455 0.0625658 0.0545017 0.391125 0.000142169 0.393895 0.0397869 0.0451708 0.480016 3.80071e-05 0.482146 0.0081535 0.0121796 97536
2.49001e+09 0 0 5.71853e+06 273491 0 0 0 0.266641 0.000219328 0.262006 0.0640419 0.0547834 0.399338 0.000155527 0.402515 0.0378721 0.0441807 0.48218 3.96767e-05 0.484138 0.00730857 0.010869 75962
3.94635e+09 0 0 9.04864e+06 393364 0 0 0 0.275776 0.000248697 0.271453 0.0645846 0.0559106 0.408353 0.000163018 0.411699 0.03472 0.040803 0.484106 4.04245e-05 0.485802 0.00652513 0.00946426 60057
6.26788e+09 0 0 1.36583e+07 554262 0 0 0 0.286447 0.000277667 0.282214 0.0657344 0.0568005 0.416619 0.000167265 0.419531 0.032315 0.0366001 0.485296 4.36984e-05 0.486891 0.00603393 0.00868762 48840
9.93563e+09 0 0 1.86839e+07 719109 0 0 0 0.297161 0.000306458 0.293851 0.0656194 0.0575231 0.422104 0.000169673 0.424612 0.0300717 0.0334745 0.485601 4.91645e-05 0.487204 0.00596726 0.00849807 40422
1.57718e+10 0 0 2.80899e+07 948089 0 0 0 0.306491 0.000327108 0.304013 0.0636618 0.057813 0.425143 0.000173362 0.426887 0.0295101 0.030763 0.485366 5.58e-05 0.487108 0.00603437 0.00846872 34329
2.49675e+10 0 0 4.17782e+07 1.23886e+06 0 0 0 0.313898 0.000341847 0.312596 0.0605977 0.0574796 0.424941 0.000183061 0.426769 0.0288397 0.0302337 0.483909 7.33304e-05 0.486317 0.00638372 0.00949389 29680
3.95354e+10 0 0 4.85972e+07 1.46318e+06 0 0 0 0.318142 0.000363598 0.316784 0.0585582 0.0547282 0.421409 0.000207077 0.423534 0.0289981 0.0311067 0.481519 9.56226e-05 0.484594 0.0071235 0.0110308 23987
6.21888e+10 0 0 5.31481e+07 1.68092e+06 0 0 0 0.319324 0.000394018 0.318528 0.0549767 0.0524232 0.415279 0.000243938 0.417665 0.0300492 0.0326912 0.477576 0.000130125 0.481691 0.00831267 0.0135775 18683
9.80505e+10 0 0 5.70102e+07 2.20626e+06 0 0 0 0.31628 0.000476227 0.315661 0.0521904 0.0503582 0.406211 0.000317556 0.40857 0.0309396 0.03422 0.471761 0.000198111 0.476694 0.0106212 0.0169527 11818
1.53143e+11 0 0 5.72492e+07 3.32301e+06 0 0 0 0.310654 0.00063597 0.310423 0.0478131 0.0460998 0.394129 0.000470892 0.396824 0.0321754 0.0355135 0.463584 0.00033412 0.46961 0.0136171 0.0220578 5775
2.39224e+11 0 0 8.08541e+07 6.98793e+06 0 0 0 0.297987 0.00109337 0.297769 0.0473493 0.0461698 0.375105 0.00089796 0.37725 0.036135 0.0389925 0.449054 0.00073083 0.45684 0.0192598 0.0326301 1935
3.68222e+11 0 0 1.53644e+08 2.44811e+07 0 0 0 0.27551 0.00265716 0.275288 0.0443924 0.0452618 0.348907 0.00238246 0.352106 0.0372165 0.0426024 0.428448 0.00219694 0.437725 0.024752 0.0435771 316
5.70618e+11 0 0 2.68131e+08 1.02767e+08 0 5.60556e+08 0 0.244063 0.00975555 0.232638 0.080759 0.0325045 0.322023 0.00889579 0.32685 0.0460378 0.0519521 0.402772 0.00975219 0.427538 0.0271898 0.0736867 28
8.53128e+11 0 0 0 0 0 0 0 0.214413 0.0102923 0.224706 0 0.0205846 0.304394 0.0300751 0.334469 0 0.0601502 0.375572 0.0251946 0.400766 0 0.0503891 2
