#Peak halo mass range: 9.875 < log10(Mh/Msun) < 10.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.00566e+06
#Bestfit SF halos in bin: 992421
#Bestfit Q halos in bin: 13240
#Bestfit central halos in bin: 927726
#Bestfit satellite halos in bin: 77935
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 5.47753e-07 6.90263e-07 5.45229e-07 5.5506e-07 6.37152e-07 5.55053e-07 0 2.3461e-07 0 0 0 0 7.06811e-06 8.91074e-06 7.03553e-06 0.000000 0.057873
0.059561 1.36237e-05 1.41876e-05 1.31845e-05 7.60835e-06 6.03737e-06 7.36877e-06 0.000464509 4.42116e-06 0.000464321 2.51077e-08 7.15026e-08 2.4637e-08 0.000175499 0.000181773 0.000169926 0.057873 0.061248
0.062373 3.30829e-05 2.65113e-05 3.12278e-05 2.07919e-05 2.04876e-05 1.96484e-05 0.000954374 -0.000210391 0.000952093 7.07557e-07 1.17648e-06 6.68708e-07 0.000418474 0.000332729 0.000394736 0.061248 0.063498
0.064623 5.89172e-05 4.72032e-05 5.37719e-05 4.07908e-05 3.63996e-05 3.71299e-05 0.0014176 -0.000320828 0.00140442 1.69642e-06 3.07519e-06 1.59974e-06 0.000740064 0.000579981 0.000676403 0.063498 0.065748
0.066873 0.00010484 9.66414e-05 9.14969e-05 8.79128e-05 9.49569e-05 7.80231e-05 0.00137365 0.000455962 0.00134568 4.67158e-06 7.57862e-06 4.16125e-06 0.00129723 0.00124616 0.00115464 0.065748 0.067998
0.069123 0.000199165 0.000167062 0.000171009 0.000172523 0.000142242 0.000152042 0.00219609 0.00125999 0.0020517 1.65592e-05 2.11619e-05 1.39947e-05 0.00237287 0.00203268 0.00202535 0.067998 0.070248
0.071373 0.000313696 0.000251795 0.0002634 0.000255339 0.000229232 0.00022063 0.00468793 0.00291926 0.00434876 3.38378e-05 4.19606e-05 2.83795e-05 0.00364508 0.00276148 0.00304822 0.070248 0.072498
0.073623 0.000500713 0.000406652 0.000403688 0.000416093 0.000369457 0.000350209 0.00684348 0.00408631 0.00611976 6.6503e-05 8.01354e-05 5.40076e-05 0.00566948 0.00442271 0.004544 0.072498 0.074748
0.075873 0.000749159 0.00065009 0.000581345 0.000637295 0.000479621 0.000523918 0.00913407 0.00771188 0.00779453 0.000119887 0.000135799 9.35945e-05 0.00823991 0.00699554 0.00636177 0.074748 0.076998
0.078123 0.00105779 0.000883685 0.000767242 0.000908049 0.000622809 0.000723132 0.0122815 0.0134955 0.0101766 0.000226181 0.00023458 0.000172099 0.0109571 0.0091713 0.00806833 0.076998 0.079248
0.080373 0.00146656 0.00124504 0.00104412 0.00128818 0.000870006 0.000996258 0.0148369 0.0156113 0.0118966 0.000408595 0.000394525 0.000298464 0.0140604 0.0112942 0.00981034 0.079248 0.081498
0.082904 0.00191376 0.00154977 0.00127689 0.0017337 0.00114851 0.00129969 0.0154104 0.0163206 0.0118489 0.00068752 0.000662101 0.000486606 0.0165107 0.0126465 0.0109706 0.081498 0.084311
0.085998 0.00324249 0.00242805 0.00208676 0.00298998 0.002048 0.00207523 0.0221692 0.0200434 0.0167159 0.00153853 0.00137092 0.00104625 0.0235261 0.0151231 0.0148011 0.084311 0.087685
0.089373 0.00500102 0.00344822 0.0030599 0.00471707 0.00311697 0.00303976 0.0262846 0.0199576 0.0186434 0.0029127 0.00235597 0.00181798 0.02986 0.0178044 0.01764 0.087685 0.091061
0.092748 0.00750794 0.0052024 0.00425782 0.00722163 0.00466555 0.00420774 0.0289687 0.0245757 0.0191471 0.00521629 0.00380297 0.00293904 0.0347874 0.0191724 0.0189744 0.091061 0.094435
0.096123 0.0107165 0.00692121 0.00557247 0.0104257 0.00655064 0.00561353 0.0325131 0.0272124 0.0195765 0.00818433 0.00550409 0.00430942 0.0408595 0.022954 0.0200924 0.094435 0.097811
0.099498 0.0149567 0.00925488 0.00711887 0.0146985 0.0084145 0.00726085 0.0343115 0.0312716 0.0180871 0.0123832 0.00807403 0.00604245 0.0455924 0.0239928 0.0209658 0.097811 0.101186
